term,estimate,std.error,statistic,p.value
(Intercept),167016.91665961008,29247.72428697811,5.710424340056112,1.1277228906514374e-8
age,-13062.9146290187,1903.614557539294,-6.862163654550145,6.792084771742038e-12
tanass_clean,0.0028336928721978023,0.0016498592229153607,1.7175361587460565,0.08588200818388927
sales_clean,0.440925841220253,0.003107611533845572,141.88576545621873,0
pretax,1.015701261680035,0.011939362775714465,85.0716475209251,0
persexp_clean,2.8005703986828214,0.036918502582593556,75.85817957858461,0
