term,estimate,std.error,statistic,p.value
(Intercept),-41476.593741390425,19648.248223949016,-2.110956318784445,0.03477666435273217
age,23393.042701988783,1272.1786847023361,18.38817375521606,1.7513341166402577e-75
tanass_clean,0.1189595298196758,0.001064945553666721,111.70479975251828,0
