term,estimate,std.error,statistic,p.value
(Intercept),-5605.1975492181855,3792.8016250950895,-1.47785149429682,0.13944829242692952
age,834.2299337545882,245.67406929651844,3.3956775989561483,6.846536983815442e-4
tanass_clean,0.0010775035782111975,2.0864523652178553e-4,5.164285541207123,2.4147035224992095e-7
sales_clean,0.046898544084328336,2.9998474473780565e-4,156.33643012520142,0
