county,share2010
1,0.1740488358886996
13,0.17234525837592277
3,0.08943781942078365
15,0.060193072118114706
9,0.051391254968767744
4,0.04315729699034639
8,0.04003407155025554
6,0.039182282793867124
5,0.03889835320840432
2,0.03492333901192504
16,0.032935831913685404
7,0.03236797274275979
11,0.030096536059057353
10,0.02867688813174333
14,0.027541169789892107
19,0.022998296422487224
20,0.022998296422487224
17,0.021862578080636002
18,0.021010789324247586
12,0.01590005678591709
