term,estimate,std.error,statistic,p.value
(Intercept),-8681.682152548656,1231.84573853154,-7.04770238755538,1.8217955285642865e-12
age,1872.966973468463,80.07850038221257,23.389136466452808,6.6138909633012105e-121
tanass_clean,0.01114579798539004,6.742641393352368e-5,165.30314064127427,0
sales_clean,0.05462150305018221,9.978552324167208e-5,547.3890527977045,0
pretax,0.025580361401778853,5.022677466708138e-4,50.92973134614638,0
