varname,mean,sd
ln_sales_clean,7.062844968845366,11.664629591547692
ln_emp,-3.134810595714179,11.357042616065684
ln_eszk,9.456024353914135,4.471132754658027
ln_tanass_clean,8.318639855669312,6.996033408899606
ln_persexp_clean,8.034243410226603,6.599624746744026
