r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.17394093877069516,0.17392963042171616,694546.8742353487,15381.638742605495,0,5,-5431232.633333406,10862479.266666813,10862554.925008954,176191528658787970,365243,365249
