r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,nace2
0.5326358192907026,0.5326294149361106,5310666.478283153,83167.75900448262,0,5,-6168090.672808909,12336195.345617818,12336270.996999603,10290775750486315e3,364880,364886,ALL
0.8419443299133301,0.8417114842001795,2405350.9981295746,3615.8893308400775,0,5,-54778.29010925905,109570.5802185181,109613.50093349232,19636711361744780,3394,3400,10
0.9450563136448409,0.9450013369724823,569616.8074296602,17190.133071003325,0,5,-73399.30156905214,146812.60313810428,146858.2276891847,1621343146609874,4997,5003,11
0.9907940015170774,0.9907374536148481,526884.0427784512,17521.32196699784,0,5,-11963.801899703096,23941.60379940619,23974.568929787998,225971930751135.75,814,820,12
0.8847510630818888,0.8840634202601817,304316.82444308593,1286.643349065217,0,5,-11850.769389822799,23715.538779645598,23748.70584710777,77606115437585.9,838,844,13
0.7865396337403309,0.7861699413844949,1034225.577425853,2127.5517908987727,0,5,-44167.615980709736,88349.23196141947,88391.02230655431,3088000287420309,2887,2893,14
0.9560465800492411,0.9556198478167095,686388.1234702427,2240.389891284715,0,5,-7738.07199874235,15490.1439974847,15519.934247776973,242631257861115.6,515,521,15
0.9469450469539491,0.9468692974493146,294465.34936878283,12501.006462315834,0,5,-49150.58529478382,98315.17058956764,98358.31019904208,303657866610035.44,3502,3508,16
0.9569668030040952,0.9565631144769291,1250456.4816562599,2370.557344599435,0,5,-8328.822410709461,16671.644821418922,16701.672830415286,833420872871108.9,533,539,17
0.906094792991718,0.9058819525406566,213038.52957350007,4257.1550119972435,0,5,-30275.22099954891,60564.44199909782,60604.35356563632,100120225672742.98,2206,2212,18
0.9999997127313641,0.9999993536455692,27383.23742557768,2784848.9894107888,3.6103919873967723e-13,5,-111.78479499645292,237.56958999290583,239.68768564386414,2999366767.622233,4,10,19
0.9501383844003234,0.9496915957300754,4768697.275247772,2126.5946244181437,0,5,-9470.222477950689,18954.444955901377,18984.790335661863,12689184326249182,558,564,20
0.983803192152123,0.9837230892448634,1969280.3599077242,12281.741397533104,0,5,-16179.614376672609,32373.228753345218,32407.701040117558,3920723852413397,1011,1017,21
0.9740200228924853,0.9739566261694313,1089861.4827659999,15363.88595453712,0,5,-31480.62249396315,62975.2449879263,63014.64120581481,2433798207763036.5,2049,2055,22
0.9411797693725619,0.9409625602491223,1035959.3186462772,4333.058181298574,0,5,-20763.890037290883,41541.780074581766,41578.28675443288,1453128655191139.8,1354,1360,23
0.9754383310093541,0.9752561227824205,2400065.7269291263,5353.426392568719,0,5,-10951.74943210279,21917.49886420558,21949.15351379277,3882452642672809.5,674,680,24
0.886204984715548,0.8861113724950113,847691.4765541367,9466.765980279368,0,5,-91678.07554828246,183370.15109656492,183417.1450201386,4367534342010153,6078,6084,25
0.9228090540888186,0.92248390267386,13625739.619043779,2838.090230073885,0,5,-21287.759219657517,42589.518439315034,42625.10802426972,220379346057017440,1187,1193,26
0.8589551518164444,0.8579890912124475,4468090.259193759,889.1317462513473,1.3761509591536331e-307,5,-12311.305592512123,24636.611185024245,24668.819795855346,14573596311940574,730,736,27
0.9042240885073531,0.90399274572597,2262331.6302284272,3908.590028618881,0,5,-33318.550016318375,66651.10003263675,66690.56742034675,10594558918623268,2070,2076,28
0.9640989419830226,0.9636824563911783,29530122.545776743,2314.8434444365607,9.59860330001738e-309,5,-8133.858006936549,16281.716013873098,16310.275546238767,3.7584412729206317e+17,431,437,29
0.9405807127467142,0.9391026210239957,2812829.0036614807,636.3480007971145,4.24491663867762e-121,5,-3364.5641078852327,6743.128215770465,6766.457247323323,1590313407771687,201,207,30
0.9625412561465029,0.9624347787620415,150946.37149618898,9039.86570496612,0,5,-23548.481418681276,47110.96283736255,47149.29417914813,40078475632375.41,1759,1765,31
0.9680834387577175,0.967990495946878,401416.1374068529,10415.904468711677,0,5,-24673.27085668899,49360.54171337798,49398.70446903367,276668649691384.47,1717,1723,32
0.9757540086787106,0.9757046680370312,351158.20020502695,19775.867833611883,0,5,-34941.86952340483,69897.73904680966,69938.4029945965,302977784420521.44,2457,2463,33
1,NA,NA,NA,NA,2,Inf,-Inf,-Inf,0,0,3,34
0.7528702004193688,0.7517110550179587,17623798.024038225,649.5045397268616,1.6314e-320,5,-19404.15715864633,38822.31431729266,38857.15528668407,331097741740371900,1066,1072,35
0.9707936963010554,0.9700949809015591,623505.1168736746,1389.397882171942,3.4352779330871215e-158,5,-3170.798262615435,6355.59652523087,6379.190991427763,81250553830439.8,209,215,36
0.9991006387326989,0.9990719966541225,144789.97220108853,34882.26722321605,4.0945752585857276e-237,5,-2165.1658117987613,4344.331623597523,4365.98787500317,3291369359848.743,157,163,37
0.6800684552730636,0.678396921601554,1009900.9208229353,406.85297990969013,6.563850142907713e-234,5,-14677.252785415303,29368.505570830606,29402.595944713194,976044175474215.1,957,963,38
0.9141724085532776,0.910340819649406,173916.82272858097,238.58833280093683,5.4794781961213835e-58,5,-1588.183014646861,3190.366029293722,3209.7608216649814,3387670857536.522,112,118,39
0.7771784643254466,0.777096369588259,1030154.0373754521,9466.848801154845,0,5,-207238.46480583018,414490.92961166037,414543.5425389056,14401780530923936,13571,13577,41
0.7752040505550457,0.7748873473295668,2136396.793922825,2447.7302035137814,0,5,-56854.1379621596,113722.2759243192,113765.50869671485,16198314785586138,3549,3555,42
0.6747338357599669,0.6746519748438145,229541.52807251085,8242.44178386226,0,5,-273504.68228003965,547023.3645600793,547078.644381218,1046778583553653.8,19867,19873,43
