r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.5326358192907026,0.5326294149361106,5310666.478283153,83167.75900448262,0,5,-6168090.672808909,12336195.345617818,12336270.996999603,10290775750486315e3,364880,364886
