term,estimate,std.error,statistic,p.value,nace2
(Intercept),5.904991704002617,0.2612426112582046,22.603478335952992,1.9718244303751643e-79,24
ln_sales,-0.6274546133700059,0.029184781627800863,-21.499376674187776,6.092257077619773e-74,24
ln_emp,0.8079662200322066,0.051764818986798855,15.60840423760113,2.289819147898242e-45,24
(Intercept),5.23289261083054,0.09720731192440867,53.8322941683625,0,25
ln_sales,-0.537510650944792,0.01066939778024262,-50.37872446185703,0,25
ln_emp,0.6127191371701725,0.017615062898740583,34.783817729880475,1.618065025886844e-237,25
(Intercept),4.710793379974643,0.2065089558306473,22.811569411245504,4.727885342638229e-92,26
ln_sales,-0.48411442380839764,0.022370576642460265,-21.64067701721773,1.2670129585395358e-84,26
ln_emp,0.5709727221640299,0.03550848839761873,16.079893792446555,1.3621112524138845e-51,26
(Intercept),5.672785340822006,0.25100502808889413,22.60028567560397,8.001713849757649e-83,27
ln_sales,-0.5786463171882661,0.027114736797008133,-21.34065772130654,4.514390209301035e-76,27
ln_emp,0.6645052756707056,0.04252235640962262,15.627197826702075,1.2924799822957272e-46,27
(Intercept),5.784511638353052,0.13601740354607997,42.52773165452593,4.2636710652734405e-270,28
ln_sales,-0.5840762958570891,0.014535275106877266,-40.18336712325021,4.698885193130121e-249,28
ln_emp,0.6625002263055302,0.02516372185334316,26.327592959684253,1.7135820175886706e-128,28
(Intercept),4.589421649803257,0.28938646826451103,15.859143923786853,6.676882468241327e-44,29
ln_sales,-0.46420097069222616,0.03126071041477968,-14.849341698669702,1.0214394632200562e-39,29
ln_emp,0.5325136706417679,0.0462277940866275,11.519339850910391,1.4485015949631536e-26,29
(Intercept),8.134966737998095,0.526866773383283,15.440272852583362,2.0236549953975562e-32,30
ln_sales,-0.887191054601868,0.05897740741458032,-15.04289682259817,2.095242484681638e-31,30
ln_emp,1.126278853281929,0.09814611983954828,11.475531127702222,4.299689618395948e-22,30
(Intercept),5.8942979687757235,0.1661388925702081,35.47813445478981,8.549091551823036e-198,31
ln_sales,-0.6264705448016873,0.01895425705419734,-33.0517066963043,4.8352472389658584e-178,31
ln_emp,0.7353909524419208,0.03553883473089791,20.692601713318492,2.545806166087237e-83,31
(Intercept),5.655648620191148,0.15802000278750256,35.790713330112915,2.4107961871586904e-198,32
ln_sales,-0.6119987371544544,0.018236483992378136,-33.5590313028672,1.776668352183424e-180,32
ln_emp,0.698429214922302,0.03401844622966669,20.53089697886373,7.8414577489546e-82,32
(Intercept),5.044093914167499,0.1422529829277779,35.45861612426359,9.359163294280278e-215,33
ln_sales,-0.5185174979888834,0.015432429932172424,-33.599212843851326,3.5462192895889076e-197,33
ln_emp,0.6110199605535366,0.03147670412578267,19.41181510338143,3.918551269061479e-77,33
(Intercept),-76.9458291358557,NA,NA,NA,34
ln_sales,6.367062370113973,NA,NA,NA,34
ln_emp,-2.3025159096635845,NA,NA,NA,34
(Intercept),8.8748769448485,0.1537486581043922,57.72328067294506,1.1303496089401096e-282,35
ln_sales,-0.7513538691374022,0.016061420439496658,-46.780038662691815,8.73411028767899e-228,35
ln_emp,0.7423719803552491,0.04533504927610225,16.37523267778999,5.683822622652488e-52,35
(Intercept),6.912849026973969,0.399506230847382,17.303482382017695,6.44827608017817e-39,36
ln_sales,-0.7172875709168839,0.04488463446011403,-15.980693160245949,2.459468578802264e-35,36
ln_emp,0.712722700839502,0.07133426488571479,9.991309253433267,1.1177350857805487e-18,36
