r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.4518231690827826,0.4518190800723252,1.3991359760141582,110496.94633948171,0,2,-470502.4855452763,941012.9710905526,941054.9679248272,524870.6614135443,268122,268125
