r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
1.5792395998524543e-4,1.44236643067841e-4,0.2957419505582041,11.537977891329017,3.652087586721434e-11,5,-73291.91458732386,146597.82917464772,146673.487535955,31945.446027311576,365244,365250
