county,N,share,nace2
11,365,0.050779076238174736,25
8,322,0.0447968836950473,25
3,311,0.043266555370061216,25
9,257,0.03575403450194769,25
16,251,0.03491930996104619,25
6,231,0.03213689482470785,25
19,230,0.03199777406789093,25
20,193,0.026850306065665,25
2,189,0.026293823038397328,25
15,188,0.02615470228158041,25
17,188,0.02615470228158041,25
10,173,0.024067890929326655,25
18,134,0.01864218141346689,25
4,128,0.017807456872565387,25
14,128,0.017807456872565387,25
12,96,0.01335559265442404,25
NA,705,0.3580497714575927,26
1,501,0.25444388014220415,26
13,254,0.12899949212798376,26
6,58,0.029456576942610464,26
7,51,0.02590147282884713,26
11,46,0.023362112747587607,26
8,40,0.02031488065007618,26
3,37,0.018791264601320468,26
10,29,0.014728288471305232,26
5,27,0.013712544438801422,26
15,27,0.013712544438801422,26
19,24,0.01218892839004571,26
20,24,0.01218892839004571,26
2,23,0.011681056373793804,26
9,23,0.011681056373793804,26
16,22,0.0111731843575419,26
18,22,0.0111731843575419,26
4,21,0.010665312341289994,26
14,18,0.009141696292534281,26
12,9,0.0045708481462671405,26
17,8,0.004062976130015236,26
NA,693,0.4701492537313433,27
1,257,0.17435549525101765,27
13,125,0.08480325644504749,27
3,40,0.027137042062415198,27
7,32,0.021709633649932156,27
8,32,0.021709633649932156,27
11,31,0.02103120759837178,27
16,29,0.01967435549525102,27
2,28,0.018995929443690638,27
10,28,0.018995929443690638,27
5,22,0.014925373134328358,27
6,22,0.014925373134328358,27
17,21,0.014246947082767978,27
19,21,0.014246947082767978,27
9,18,0.012211668928086838,27
4,16,0.010854816824966078,27
20,15,0.0101763907734057,27
14,13,0.008819538670284939,27
18,13,0.008819538670284939,27
15,10,0.0067842605156037995,27
12,8,0.005427408412483039,27
NA,748,0.25757575757575757,28
1,565,0.19455922865013775,28
13,359,0.12362258953168044,28
8,118,0.040633608815427,28
3,113,0.038911845730027546,28
5,99,0.03409090909090909,28
9,92,0.03168044077134986,28
7,88,0.030303030303030304,28
11,86,0.029614325068870524,28
15,75,0.025826446280991736,28
6,72,0.024793388429752067,28
10,67,0.023071625344352618,28
16,66,0.022727272727272728,28
2,62,0.02134986225895317,28
19,59,0.0203168044077135,28
20,54,0.01859504132231405,28
4,47,0.01618457300275482,28
17,36,0.012396694214876033,28
18,35,0.012052341597796144,28
12,32,0.011019283746556474,28
14,31,0.010674931129476584,28
NA,700,0.611353711790393,29
13,92,0.08034934497816594,29
1,68,0.059388646288209605,29
7,42,0.03668122270742358,29
8,36,0.0314410480349345,29
3,31,0.027074235807860263,29
11,29,0.025327510917030567,29
5,17,0.014847161572052401,29
19,16,0.013973799126637555,29
9,13,0.011353711790393014,29
18,13,0.011353711790393014,29
2,12,0.010480349344978166,29
6,12,0.010480349344978166,29
15,11,0.00960698689956332,29
10,10,0.008733624454148471,29
16,10,0.008733624454148471,29
14,8,0.0069868995633187774,29
20,8,0.0069868995633187774,29
4,7,0.00611353711790393,29
12,6,0.005240174672489083,29
17,4,0.0034934497816593887,29
NA,686,0.7489082969432315,30
1,78,0.0851528384279476,30
13,48,0.05240174672489083,30
19,16,0.017467248908296942,30
7,14,0.015283842794759825,30
2,10,0.010917030567685589,30
3,9,0.009825327510917031,30
5,9,0.009825327510917031,30
8,8,0.008733624454148471,30
11,7,0.007641921397379912,30
6,6,0.006550218340611353,30
14,5,0.0054585152838427945,30
20,5,0.0054585152838427945,30
16,4,0.004366812227074236,30
9,3,0.0032751091703056767,30
15,3,0.0032751091703056767,30
17,2,0.002183406113537118,30
18,2,0.002183406113537118,30
10,1,0.001091703056768559,30
NA,732,0.28604923798358733,31
1,440,0.17194216490816724,31
13,310,0.1211410707307542,31
7,107,0.04181320828448613,31
8,97,0.037905431809300505,31
3,90,0.035169988276670575,31
15,83,0.032434544744040644,31
20,78,0.03048065650644783,31
11,73,0.028526768268855023,31
19,68,0.02657288003126221,31
9,67,0.02618210238374365,31
5,65,0.025400547088706527,31
2,57,0.022274325908558032,31
18,57,0.022274325908558032,31
6,48,0.018757327080890972,31
4,44,0.017194216490816726,31
10,35,0.013677217663149667,31
16,33,0.012895662368112544,31
17,28,0.010941774130519734,31
12,24,0.009378663540445486,31
14,23,0.008987885892926924,31
NA,727,0.28554595443833464,32
1,516,0.20267085624509035,32
13,285,0.11194029850746269,32
8,115,0.045168892380204245,32
6,101,0.0396700706991359,32
9,96,0.037706205813040065,32
3,72,0.028279654359780047,32
2,67,0.02631578947368421,32
5,59,0.023173605655930872,32
15,59,0.023173605655930872,32
4,55,0.021602513747054203,32
10,52,0.0204241948153967,32
11,51,0.020031421838177535,32
7,44,0.01728201099764336,32
14,42,0.016496465043205028,32
16,40,0.015710919088766692,32
20,40,0.015710919088766692,32
17,38,0.014925373134328358,32
18,36,0.014139827179890024,32
19,30,0.01178318931657502,32
12,21,0.008248232521602514,32
1,755,0.22523866348448687,33
NA,716,0.21360381861575178,33
13,495,0.14767303102625298,33
7,136,0.0405727923627685,33
8,129,0.038484486873508354,33
11,115,0.034307875894988064,33
3,111,0.0331145584725537,33
5,109,0.03251789976133652,33
9,103,0.030727923627684964,33
6,96,0.028639618138424822,33
19,75,0.02237470167064439,33
20,74,0.0220763723150358,33
15,71,0.021181384248210023,33
16,66,0.019689737470167064,33
10,64,0.01909307875894988,33
2,59,0.017601431980906922,33
14,48,0.014319809069212411,33
4,42,0.012529832935560859,33
18,39,0.011634844868735084,33
17,30,0.008949880668257757,33
12,19,0.0056682577565632455,33
NA,678,0.9970588235294118,34
1,1,0.0014705882352941176,34
13,1,0.0014705882352941176,34
1,753,0.26209537069265576,35
NA,730,0.25408980160111383,35
13,226,0.07866341802993387,35
2,144,0.05012182387747999,35
9,113,0.03933170901496694,35
3,104,0.03619909502262444,35
5,104,0.03619909502262444,35
6,103,0.035851026801253044,35
15,96,0.033414549251653325,35
7,78,0.027149321266968326,35
8,68,0.023668639053254437,35
11,59,0.020536025060911938,35
17,50,0.01740341106856944,35
18,49,0.017055342847198052,35
19,41,0.01427079707622694,35
20,34,0.011834319526627219,35
10,31,0.010790114862513052,35
14,31,0.010790114862513052,35
16,27,0.009397841977027498,35
4,26,0.00904977375565611,35
12,6,0.002088409328228333,35
NA,682,0.7502750275027503,36
13,30,0.033003300330033,36
1,26,0.028602860286028604,36
5,18,0.019801980198019802,36
20,18,0.019801980198019802,36
6,15,0.0165016501650165,36
17,15,0.0165016501650165,36
2,14,0.015401540154015401,36
15,14,0.015401540154015401,36
3,11,0.0121012101210121,36
7,11,0.0121012101210121,36
4,10,0.011001100110011002,36
8,9,0.009900990099009901,36
9,7,0.007700770077007701,36
10,7,0.007700770077007701,36
11,5,0.005500550055005501,36
16,5,0.005500550055005501,36
14,4,0.0044004400440044,36
19,4,0.0044004400440044,36
18,3,0.0033003300330033004,36
12,1,0.0011001100110011,36
NA,681,0.8011764705882353,37
13,34,0.04,37
1,23,0.027058823529411764,37
5,13,0.015294117647058824,37
7,11,0.012941176470588235,37
9,10,0.011764705882352941,37
2,8,0.009411764705882352,37
3,8,0.009411764705882352,37
15,8,0.009411764705882352,37
18,8,0.009411764705882352,37
19,7,0.00823529411764706,37
6,6,0.007058823529411765,37
10,6,0.007058823529411765,37
11,6,0.007058823529411765,37
20,5,0.0058823529411764705,37
8,4,0.004705882352941176,37
16,4,0.004705882352941176,37
12,3,0.0035294117647058825,37
4,2,0.002352941176470588,37
14,2,0.002352941176470588,37
17,1,0.001176470588235294,37
NA,720,0.41119360365505425,38
1,225,0.12849800114220444,38
13,173,0.09880068532267276,38
3,55,0.03141062250142775,38
7,51,0.02912621359223301,38
5,48,0.02741290691033695,38
6,48,0.02741290691033695,38
9,46,0.026270702455739578,38
8,40,0.022844089091947458,38
19,38,0.021701884637350087,38
14,35,0.019988577955454025,38
2,34,0.019417475728155338,38
4,34,0.019417475728155338,38
11,34,0.019417475728155338,38
15,32,0.018275271273557967,38
16,29,0.01656196459166191,38
18,26,0.014848657909765849,38
20,25,0.014277555682467162,38
10,22,0.012564249000571102,38
12,22,0.012564249000571102,38
17,14,0.00799543118218161,38
NA,680,0.845771144278607,39
1,41,0.05099502487562189,39
13,14,0.017412935323383085,39
8,8,0.009950248756218905,39
3,7,0.008706467661691543,39
9,7,0.008706467661691543,39
4,6,0.007462686567164179,39
14,6,0.007462686567164179,39
19,6,0.007462686567164179,39
2,4,0.004975124378109453,39
6,4,0.004975124378109453,39
15,4,0.004975124378109453,39
20,4,0.004975124378109453,39
11,3,0.0037313432835820895,39
5,2,0.0024875621890547263,39
10,2,0.0024875621890547263,39
16,2,0.0024875621890547263,39
18,2,0.0024875621890547263,39
7,1,0.0012437810945273632,39
17,1,0.0012437810945273632,39
1,5105,0.303796715067841,41
13,2840,0.16900737919542966,41
NA,912,0.054272792192335155,41
15,706,0.04201380623661033,41
8,683,0.040645084503689595,41
9,639,0.03802666031897167,41
5,588,0.03499166865032135,41
7,554,0.032968340871221136,41
3,549,0.03267079266841228,41
2,495,0.02945727207807665,41
6,459,0.027314925017852893,41
19,430,0.025589145441561535,41
11,423,0.025172577957629137,41
10,376,0.0223756248512259,41
14,365,0.021721018805046417,41
16,359,0.021363960961675792,41
20,292,0.017376815044037135,41
18,286,0.017019757200666508,41
17,283,0.016841228278981196,41
4,249,0.01481790049988098,41
12,211,0.012556534158533682,41
1,947,0.20261018399657682,42
NA,742,0.15875053487376978,42
13,732,0.15661103979460847,42
9,202,0.04321780059905862,42
5,196,0.04193410355156183,42
15,194,0.04150620453572957,42
6,156,0.03337612323491656,42
3,149,0.03187847667950364,42
7,143,0.030594779632006845,42
16,134,0.02866923406076166,42
8,128,0.02738553701326487,42
11,120,0.025673940949935817,42
2,119,0.025459991442019683,42
10,116,0.024818142918271287,42
20,105,0.022464698331193838,42
19,100,0.02139495079161318,42
14,94,0.02011125374411639,42
4,85,0.018185708172871202,42
17,82,0.017543859649122806,42
18,73,0.01561831407787762,42
12,57,0.012195121951219513,42
1,5360,0.2408664000359502,43
13,4120,0.18514357614703636,43
8,1057,0.04749921358917899,43
NA,1035,0.04651058284276277,43
5,1024,0.046016267469554666,43
7,996,0.04475801015593403,43
9,960,0.0431402507527075,43
3,889,0.03994966970745518,43
11,767,0.03446726284096526,43
2,748,0.03361344537815126,43
6,742,0.03334381881094684,43
15,674,0.030288051049296723,43
19,644,0.028939918213274615,43
16,504,0.022648631645171436,43
20,471,0.021165685525547116,43
18,417,0.018739046420707322,43
10,413,0.018559295375904374,43
17,406,0.018244731047499213,43
14,403,0.018109917763897004,43
4,372,0.016716847166674157,43
12,251,0.011279378061384982,43
1,4459,0.2578499971086567,45
13,3233,0.18695425894870757,45
NA,1007,0.05823165442664662,45
3,926,0.05354767825131556,45
8,749,0.043312322905221766,45
9,734,0.04244491990979009,45
15,655,0.037876597467183255,45
5,625,0.0361417914763199,45
7,605,0.03498525414907766,45
6,513,0.02966518244376337,45
2,490,0.0283351645174348,45
11,483,0.027930376452900016,45
19,419,0.02422945700572486,45
14,364,0.021048979355808708,45
10,342,0.01977678829584225,45
16,325,0.018793731567686347,45
18,325,0.018793731567686347,45
20,314,0.018157636037703116,45
4,289,0.016711964378650322,45
17,282,0.01630717631411554,45
12,154,0.008905337419765224,45
1,12416,0.39885637187188794,46
13,4605,0.1479327957852806,46
NA,1319,0.04237206463426387,46
3,1252,0.0402197307976485,46
9,1158,0.037200038549262744,46
6,1101,0.03536894856885862,46
8,1047,0.03363423174531787,46
15,986,0.031674644222429243,46
5,809,0.025988627967490123,46
7,779,0.025024896398856373,46
2,758,0.024350284300812746,46
19,692,0.022230074849818496,46
11,688,0.022101577307333996,46
20,532,0.0170901731504385,46
16,526,0.01689742683671175,46
14,504,0.016190690353047,46
4,499,0.016030068424941372,46
10,445,0.014295351601400623,46
18,422,0.013556490732114748,46
17,375,0.012046644607921873,46
12,216,0.006938867294162999,46
1,14602,0.32293878273177634,47
13,6741,0.1490843949044586,47
3,2041,0.04513888888888889,47
9,1917,0.04239649681528662,47
5,1860,0.04113588110403397,47
8,1761,0.038946390658174096,47
6,1530,0.033837579617834394,47
15,1522,0.03366065109695683,47
2,1388,0.03069709837225761,47
7,1374,0.03038747346072187,47
NA,1357,0.03001150035385704,47
19,1167,0.025809447983014863,47
11,1143,0.025278662420382167,47
16,1031,0.02280166312809625,47
20,994,0.02198336871903751,47
14,972,0.021496815286624203,47
10,914,0.020214083510261854,47
18,889,0.019661181882519464,47
4,837,0.018511146496815286,47
17,730,0.016144727530077847,47
12,446,0.009863765038924275,47
13,2032,0.1933764750666159,49
1,1857,0.17672249714503235,49
NA,891,0.08479253901789113,49
3,586,0.05576703464027408,49
8,509,0.04843928435477731,49
7,474,0.0451084887704606,49
5,418,0.03977921583555386,49
11,404,0.03844689760182718,49
9,398,0.03787590407308717,49
15,390,0.037114579368100496,49
19,340,0.03235629996193377,49
6,313,0.02978682908260373,49
2,257,0.024457556147696992,49
10,245,0.023315569090216978,49
16,240,0.022839741149600305,49
20,239,0.02274457556147697,49
14,214,0.020365435858393604,49
18,206,0.019604111153406927,49
4,203,0.019318614389036926,49
17,172,0.016368481157213552,49
12,120,0.011419870574800152,49
NA,678,0.8349753694581281,50
1,64,0.07881773399014778,50
13,23,0.02832512315270936,50
7,7,0.008620689655172414,50
6,6,0.007389162561576354,50
5,4,0.0049261083743842365,50
14,4,0.0049261083743842365,50
19,4,0.0049261083743842365,50
3,3,0.003694581280788177,50
8,3,0.003694581280788177,50
11,3,0.003694581280788177,50
16,3,0.003694581280788177,50
17,3,0.003694581280788177,50
9,2,0.0024630541871921183,50
20,2,0.0024630541871921183,50
2,1,0.0012315270935960591,50
4,1,0.0012315270935960591,50
18,1,0.0012315270935960591,50
NA,685,0.8605527638190955,51
1,49,0.06155778894472362,51
13,23,0.028894472361809045,51
19,8,0.010050251256281407,51
7,6,0.007537688442211055,51
9,3,0.0037688442211055275,51
2,2,0.002512562814070352,51
3,2,0.002512562814070352,51
4,2,0.002512562814070352,51
8,2,0.002512562814070352,51
11,2,0.002512562814070352,51
15,2,0.002512562814070352,51
17,2,0.002512562814070352,51
20,2,0.002512562814070352,51
5,1,0.001256281407035176,51
6,1,0.001256281407035176,51
10,1,0.001256281407035176,51
12,1,0.001256281407035176,51
14,1,0.001256281407035176,51
16,1,0.001256281407035176,51
1,1162,0.2907907907907908,52
NA,776,0.1941941941941942,52
13,632,0.15815815815815815,52
8,176,0.044044044044044044,52
15,135,0.033783783783783786,52
3,123,0.03078078078078078,52
9,108,0.02702702702702703,52
6,95,0.023773773773773772,52
7,94,0.023523523523523524,52
11,84,0.021021021021021023,52
5,78,0.01951951951951952,52
16,78,0.01951951951951952,52
19,63,0.015765765765765764,52
10,61,0.015265265265265265,52
18,57,0.014264264264264264,52
20,57,0.014264264264264264,52
2,56,0.014014014014014014,52
4,54,0.013513513513513514,52
14,50,0.012512512512512513,52
17,35,0.008758758758758759,52
12,22,0.0055055055055055055,52
NA,691,0.5176029962546816,53
1,289,0.21647940074906366,53
13,124,0.09288389513108614,53
8,25,0.018726591760299626,53
7,18,0.01348314606741573,53
15,17,0.012734082397003745,53
2,15,0.011235955056179775,53
3,15,0.011235955056179775,53
11,15,0.011235955056179775,53
10,14,0.010486891385767791,53
17,13,0.009737827715355805,53
6,12,0.008988764044943821,53
14,12,0.008988764044943821,53
5,11,0.008239700374531835,53
12,11,0.008239700374531835,53
16,11,0.008239700374531835,53
20,11,0.008239700374531835,53
9,10,0.00749063670411985,53
19,10,0.00749063670411985,53
4,6,0.0044943820224719105,53
18,5,0.003745318352059925,53
1,1104,0.23767491926803014,55
NA,779,0.16770721205597416,55
13,295,0.06350914962325081,55
5,254,0.05468245425188375,55
19,236,0.050807319698600646,55
20,193,0.04155005382131324,55
14,190,0.04090419806243272,55
8,184,0.03961248654467169,55
9,167,0.03595263724434876,55
2,163,0.035091496232508075,55
15,142,0.030570505920344455,55
10,134,0.02884822389666308,55
3,123,0.026480086114101183,55
18,116,0.024973089343379978,55
11,112,0.02411194833153929,55
6,106,0.022820236813778257,55
7,94,0.020236813778256188,55
4,74,0.015931108719052744,55
16,73,0.01571582346609257,55
17,56,0.012055974165769645,55
12,50,0.010764262648008612,55
1,5899,0.356219806763285,56
13,1982,0.11968599033816425,56
NA,935,0.05646135265700483,56
8,671,0.04051932367149758,56
5,607,0.03665458937198068,56
3,570,0.034420289855072464,56
6,564,0.034057971014492754,56
19,555,0.03351449275362319,56
9,541,0.03266908212560386,56
14,499,0.030132850241545894,56
2,492,0.029710144927536233,56
7,470,0.028381642512077296,56
20,429,0.025905797101449274,56
15,374,0.022584541062801933,56
18,363,0.021920289855072463,56
11,356,0.021497584541062802,56
10,348,0.021014492753623187,56
16,286,0.017270531400966183,56
4,276,0.016666666666666666,56
17,224,0.01352657004830918,56
12,119,0.0071859903381642515,56
NA,677,0.9985250737463127,57
1,1,0.0014749262536873156,57
1,1703,0.46747186384847655,58
NA,714,0.1959923140269009,58
13,417,0.11446609936865221,58
6,74,0.020312928904748832,58
8,72,0.01976393082624211,58
2,70,0.019214932747735385,58
9,65,0.01784243755146857,58
7,60,0.016469942355201758,58
3,58,0.01592094427669503,58
5,52,0.014273950041174856,58
19,51,0.013999451001921494,58
15,48,0.013175953884161406,58
20,42,0.01152895964864123,58
18,36,0.009881965413121054,58
4,33,0.009058468295360967,58
10,29,0.007960472138347515,58
16,27,0.007411474059840791,58
14,26,0.007136975020587428,58
11,24,0.006587976942080703,58
17,23,0.00631347790282734,58
12,19,0.00521548174581389,58
1,1986,0.5460544404729173,59
NA,720,0.19796535606268903,59
13,487,0.13390156722573548,59
7,46,0.012647786637338466,59
2,41,0.011273027220236459,59
8,39,0.010723123453395655,59
5,37,0.010173219686554854,59
19,34,0.009348364036293648,59
3,33,0.009073412152873246,59
6,32,0.008798460269452846,59
9,31,0.008523508386032445,59
