r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.46973532263839674,0.46973351281192577,1.6861102398532208,259547.1611182127,0,1,-568806.6452136034,1137619.2904272068,1137651.0541494368,832966.8043528731,292992,292994
