nace2,var,N,min,max,median,mean,sd,skewness,excess_kurtosis,p0001,p01,p05,p10,p25,p50,p75,p90,p95,p99,p999
52,pretax,3319,-853534,30937061,794,42141.878879180476,624549.1382626274,39.93742118494518,1856.4102450826863,-429609.944,-75312.5,-10321.8,-3541.8,-162.5,794,9727.5,45692.60000000015,107270.99999999985,572987.7400000043,5180539.613999518
52,persexp_clean,3300,0,107897000,3659,121259.19338386304,2067158.0582420123,45.48255001968893,2281.5276823840677,0,0,0,0,0,3659,21143.5,102250.0999999999,251440.39999999988,1449514.789999999,10196438.352000084
52,satok,3307,-611226,242885000,10434,332660.8394315089,5344817.389080559,35.26454974174736,1427.8896959720398,-356339.61,-63997.56,-7416.5999999999995,-822.8,2745.5,10434,55668.5,248612.80000000005,583408.9999999998,3367530.740000003,62317169.999998674
52,export_value,298,0,234928322.31474972,35559.71892514393,2596849.4112919555,14429741.237741532,14.245919591813623,223.20842263824687,0,0,0,0,0,35559.71892514393,1451906.788322954,4614446.763040709,9639203.687494121,27308402.622705523,180578284.25094318
52,ereduzem,3319,-877026,59759152,878,52526.28472431455,1092097.47813796,50.025274536705005,2696.2109816237385,-391740.356,-65061.42,-9230.3,-3348.3999999999996,-162.5,878,10339.5,46229.400000000016,116128.09999999992,579425.1600000052,6399634.229999854
52,emp,3002,0,17908,2,22.13824117255163,351.81965671778505,45.67691679340458,2254.552888621736,0,0,0,0,0,2,7,24.90000000000009,51,281.6299999999919,1215.8249999999643
52,liabilities,3319,0,6297400832,10574,2530017.9355227477,110776354.24463877,55.48007616649684,3140.1313842190493,0,0,0,12,859,10574,61461.5,261143.8000000004,570648.1,3116506.920000002,75383105.21599308
53,age,658,0,33,8,9.5,7.346656639229415,0.7059144352771567,-0.2740274899410542,0,0,0,1,3,8,14,21,24,28,32.34299999999996
53,tanass_clean,658,0,71033000,639.5,147396.29787234042,2811968.2103119963,24.464723994977824,611.2105394869436,0,0,0,0,0,639.5,6797,25944.900000000052,62280.099999999984,481548.4799999815,32310320.74699769
53,eszk,658,0,189877000,8485.5,395241.1641337386,7473771.912707051,24.824477737730433,625.0837579572229,0,0,40,327.8,2889.75,8485.5,28826.25,100598.70000000007,187221.69999999987,1203578.4299999974,81842365.35399356
53,sales_clean,658,0,203990000,13717,516006.1437056985,8145881.795620949,23.87198192354968,589.4752397779306,0,0,0,0,376.5,13717,64106,215172.60000000073,391415.6499999999,3201061.539999976,95954858.14999357
53,pretax,658,-180348,10466128,273,23118.901215805472,410291.6227332142,25.0726689989895,634.8516348960953,-138208.677,-34608.97,-4281.9,-1774.1,-114.5,273,3148.5,14531.800000000007,35327.999999999985,167765.59999999736,4045552.794999618
53,persexp_clean,656,0,131736000,2743.5,229177.5487804878,5145215.495881864,25.45279792610848,647.5417156473583,0,0,0,0,0,2743.5,11301.75,41726.5,59679.25,619051.8000000112,47494176.49500351
53,satok,653,-77890,84023000,4290,185308.7212863706,3362485.159719008,23.9531820466729,589.9543343905586,-58367.164,-27016.04,-6117,-1526,750,4290,12860,47028.000000000306,89931.59999999998,482224.40000000305,40749999.9359971
53,export_value,32,0,16288714.805181976,0,1422293.1142782157,3554485.908171065,2.9125222878850416,8.206053822879879,0,0,0,0,0,0,502950.42013173393,4191874.5581974955,8366105.52408412,14575363.951385614,16117379.719802346
53,ereduzem,658,-153061,12045000,279.5,41083.32674772036,618659.8214232669,18.039405956852605,327.4292496193272,-124101.754,-32901.79,-4239.05,-1697.5,-109.75,279.5,3418.5,14882.700000000012,35327.999999999985,172820.59999999782,10900085.519999932
53,emp,596,0,30447,2,59.671140939597315,1247.1793961943908,24.268582712753513,588.3003709468063,0,0,0,0,0,2,6,18,30,127.49999999999864,12573.19999999918
53,liabilities,658,0,73811000,3481,157112.67325227964,2895873.443438948,25.029775823838754,633.0277793560053,0,0,0,0,354.25,3481,14880,50728.30000000007,101177.4,786007.4099999979,29977846.90399739
55,age,3968,0,70,10,12.090221774193548,9.08250978636244,0.5324041418286918,-0.34601865844750535,0,0,1,1,4,10,20,25,28,30,39.065999999999804
55,tanass_clean,3967,0,58976656,8637,230528.91807411143,1888560.013590924,19.585978696301467,467.4670808160114,0,0,0,0,73,8637,57527,225618.80000000013,567765.4999999991,3529815.540000013,33115170.496000554
55,eszk,3968,0,82631006,22798.5,332970.28174747986,2618657.8395625083,20.362632852504934,506.88214173755284,0,10,555.4500000000002,2100.4,4680.75,22798.5,99021,366453.40000000014,844142.5499999991,5017305.079999979,41526110.014999695
55,sales_clean,3968,0,44980249,6982,123475.34166038365,1032437.063525595,29.662927031271536,1097.6672458437897,0,0,0,0,0,6982,39646.75,186323,389020.1,1806776.8499999973,9249924.401999997
55,pretax,3968,-3498807,35014492,159.5,24324.142183719756,591738.9685170595,53.08682758245389,3090.7635140513376,-349699.49799999996,-55991.52,-8178.15,-3374.6,-405.75,159.5,3654.5,20388.700000000033,55530.09999999996,281352.9799999997,3217886.3789998596
55,persexp_clean,3953,0,14884975,1126,29708.934772324817,305780.22000971943,36.867818528212766,1607.877034024682,0,0,0,0,0,1126,8275,40086.00000000002,96587.79999999986,389049.48000000016,2315256.687999968
55,satok,3957,-3503189,67883982,6368,169238.90628885519,1854793.0513744282,25.320132651343595,756.5617977617206,-778720.436,-91109.51999999999,-11500,-2800.3999999999996,1800,6368,35813,150900.80000000005,385680.3999999999,2444162.84000001,27544094.359998845
55,export_value,200,0,36490933.315287136,0,342159.1012933695,2805649.466747862,11.18185113107587,136.4282695724298,0,0,0,0,0,0,0,0,115446.01053183335,9432321.450632406,31365492.830407772
55,ereduzem,3964,-3414609,33226582,159.5,26295.8323105449,571008.1986927957,50.92019468182724,2898.2490297506247,-209806.73,-40985.84,-7273.5,-3124.5,-394.25,159.5,3749.5,21373.400000000038,56220.149999999994,296567.4699999989,3879990.8769998304
55,emp,3382,0,2502,1,8.441602602010645,60.61081602632551,32.336657670863424,1208.7294266707129,0,0,0,0,0,1,5,17,32,103.19000000000005,305.1900000000014
55,liabilities,3968,0,23021640,8338.5,142709.02949770037,974873.7117312854,14.867925246182091,261.99880967000234,0,0,0,11,661.25,8338.5,41806.25,149340.60000000006,361051.2999999996,2686812.53,16136630.908999909
56,age,15883,0,68,8,10.129635459296102,8.374235650461577,0.858335275450395,0.2766600637058332,0,0,0,1,3,8,16,23,27,30,33
56,tanass_clean,15882,0,10678045,826,17170.96946228435,154702.15283136588,50.075253345472504,3146.6263260581586,0,0,0,0,0,826,6859.75,28263.9,62179.44999999999,236793.28,1273811.134000068
56,eszk,15882,0,31780791,6918,39106.16918524115,365242.4822672153,61.61198694723201,4611.292191435259,0,0,60.05000000000007,398,2454,6918,23412,65901.9,126532.14999999994,431228.7900000009,2236123.704000007
56,sales_clean,15883,0,41041414,13714,68102.69637934206,542841.6143923567,51.43474908532187,3244.3167120741555,0,0,0,0,859.5,13714,49776.5,127485.00000000006,225225.6999999999,732848.7,3546989.3320000614
56,pretax,15883,-1076720,6074343,137,4455.624881949254,62515.049410653606,66.6338231038,5942.016353872663,-96855.36800000002,-19530.8,-7315.7,-3734,-498.5,137,2501,11296.600000000002,23409.89999999999,81444.38000000025,369655.2960000032
56,persexp_clean,15851,0,8846308,3852,15019.273295588722,113859.33749916212,53.2248487057922,3497.348420104184,0,0,0,0,90,3852,11585.5,28992,47347,161871,757811.1
56,satok,15812,-1046789,21232615,2812,15766.0466734126,251814.05886077275,65.10788870676066,4775.566097312178,-174478.233,-54359.65999999999,-20981.5,-10951.999999999998,-1580,2812,9582.25,32133.699999999983,65328.899999999994,236469.1699999998,1050046.744000009
56,export_value,412,0,30204983.164506588,0,74101.89273806005,1488099.6124248032,20.14836025144515,404.96425532190983,0,0,0,0,0,0,0,0,0,13290.941354517727,17886296.576918636
56,ereduzem,15883,-1076720,5886877,138,4321.8755902537305,58030.121175463464,70.68944680325463,6807.6769851541485,-95734.72600000001,-19131.96,-7303.2,-3719.6,-490,138,2576.5,11306.400000000003,23487.9,79045.70000000004,368238.6000000038
56,emp,14539,0,1878,2,6.1991196093266385,30.687236146110948,40.581566284216855,2129.063264628024,0,0,0,0,0,2,6,14,22,56.61999999999898,227.5439999999944
56,liabilities,15882,0,10194575,4694,21115.3776602443,121961.60573169962,45.555306228108826,3253.490089718718,0,0,0,36,781,4694,15759,39128.6,69631.19999999998,256124.3900000002,1276748.9050000021
57,age,1,12,12,12,12,NA,NA,NA,12,12,12,12,12,12,12,12,12,12,12
57,tanass_clean,1,420,420,420,420,NA,NA,NA,420,420,420,420,420,420,420,420,420,420,420
57,eszk,1,3055,3055,3055,3055,NA,NA,NA,3055,3055,3055,3055,3055,3055,3055,3055,3055,3055,3055
57,sales_clean,1,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
57,pretax,1,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
57,persexp_clean,1,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
57,satok,1,-3103,-3103,-3103,-3103,NA,NA,NA,-3103,-3103,-3103,-3103,-3103,-3103,-3103,-3103,-3103,-3103,-3103
57,ereduzem,1,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
57,emp,1,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
57,liabilities,1,6142,6142,6142,6142,NA,NA,NA,6142,6142,6142,6142,6142,6142,6142,6142,6142,6142,6142
58,age,2966,0,69,16,15.40087660148348,8.81969201224388,0.2721392883125256,0.5473024910225903,0,0,1,3,8,16,23,27,29,30,65
58,tanass_clean,2965,0,9126168,108,17414.75784148398,235741.1499075476,32.30360963213451,1143.6392316391325,0,0,0,0,0,108,2357,16252.199999999997,40084.799999999974,224852.00000000006,2588035.896000009
58,eszk,2966,0,69791419,7723,142387.5742589346,1633661.7879543004,32.624895525847386,1246.7205415884118,0,0,50,311.5,2662.5,7723,33769.5,145398.5,352090.25,1780700.7999999998,20813176.559999842
58,sales_clean,2966,0,41747730,3899,136499.9922427012,1371201.6985943632,25.218852734960116,708.19523205313385,0,0,0,0,0,3899,28968.5,147313.5,339825.75,1965598.1999999988,18225022.964997485
58,pretax,2966,-857895,9567730,78,20386.355836142953,274337.98779815045,25.04098629007375,721.8306212460009,-362208.045,-32797.549999999996,-4766,-2014,-216,78,2777,17445,47444.25,298384.5999999988,5045918.139999943
58,persexp_clean,2950,0,18054610,302.5,32044.635254237288,412949.98225418164,35.52935894880835,1419.3170398348213,0,0,0,0,0,302.5,5271.75,24643.9,74873.0999999998,472997.3299999977,2376503.8279999704
58,satok,2950,-1302300,29606696,4649,65277.35001762712,655041.2751196517,34.07275870647771,1436.4398019410896,-366614.27700000006,-40434.06999999999,-4770.949999999999,-459.7999999999997,1295.25,4649,18563,77246.49999999997,189172.3,972680.2099999959,6688825.053999823
58,export_value,141,0,58030068.96228384,0,902473.2899127771,5728401.92781664,8.41598408855188,74.90700792732649,0,0,0,0,0,0,22580.388967871546,259929.81924351992,1888489.75657654,24670098.41914945,54632975.02782647
58,ereduzem,2966,-549037,8633216,59,18306.75185434929,243609.44847861526,26.751099448000492,812.1440975908159,-309472.80500000005,-31278,-5034.25,-2063,-234.25,59,2688,16481.5,44274.5,283839.69999999914,3461704.914999737
58,emp,2631,0,2281,0,5.166856708475865,51.528668789210975,35.93995689663085,1498.113757204378,0,0,0,0,0,0,2,7,17,76.69999999999982,352.10999999998876
58,liabilities,2966,0,26107276,1613,50990.1003708698,586854.9985011443,33.54592758272931,1363.6269741149742,0,0,0,0,121.25,1613,11106.75,49866.5,130575.5,683305.1999999953,7588747.934999968
59,age,2960,0,69,11,12.294594594594594,8.684611584615528,0.41431992319463906,-0.5474045143068658,0,0,1,2,5,11,19.25,25,27,29,34.04100000000017
59,tanass_clean,2960,0,12502026,207.5,18928.663513513515,262260.7047585612,38.55492330931467,1753.426101770891,0,0,0,0,0,207.5,2973.75,13511.4,35235.19999999998,256037.50999999995,2572895.911000101
59,eszk,2960,0,158174497,8233,175876.6722972973,3086687.42453448,46.27009468453872,2326.9013918434257,0,0,68,447,2832.25,8233,30736,132110.49999999988,331128.04999999976,1813388.5799999768,15676018.767000634
59,sales_clean,2960,0,21860310,3979,105163.39862351095,825430.9467542575,18.88522032423828,420.4390157366284,0,0,0,0,0,3979,26009.25,114310.79999999993,285664.4499999995,1544810.499999994,14471796.335000081
59,pretax,2960,-1453805,7684000,58.5,10323.075,173575.0991794004,34.438308731100584,1419.191057555007,-239483.766,-18965.25,-4652.1,-2201.4,-193,58.5,2222.25,12089.099999999999,29631.799999999937,187200.97999999812,1338057.1170000166
59,persexp_clean,2944,0,1938775,133,7429.211768979611,59486.95198680392,22.073996517797482,587.1927752530015,0,0,0,0,0,133,2867,8467.100000000013,19087.799999999985,114246.04000000007,894590.1079999559
59,satok,2948,-3790365,17582976,4068,34856.86227951153,433239.86107140157,31.16657480006817,1145.684918413597,-273402.107,-27053.78,-3741.3999999999996,-356.4000000000001,1217.75,4068,13744,42528.6,105818.2500000001,385731.24000000086,4055260.1859998293
59,export_value,75,0,24668091.794671655,0,898606.9520701033,3620564.566121107,4.908800653572371,25.613181527484606,0,0,0,0,0,0,58349.80982688619,762065.3344485534,4548672.038636958,17279511.158291463,23929233.731033653
59,ereduzem,2960,-1452535,5107319,54.5,10097.138513513513,134154.969336004,28.408305035505663,995.2839912485173,-168890.438,-18470.9,-4831.3,-2211.2999999999997,-194.25,54.5,2327.25,12527.799999999987,30928.649999999947,186765.5099999985,1345905.375000006
59,emp,2478,0,284,0,1.7479822437449557,10.342165221753554,20.44052635676851,487.2858916588601,0,0,0,0,0,0,1,3,6,20.230000000000018,185.90300000000843
59,liabilities,2960,0,137559664,1637,117561.32263513513,2630822.9589993665,48.60168453024518,2516.4334147669597,0,0,0,0,127.75,1637,10003.25,45532.499999999985,117555.74999999974,917193.9399999997,15518224.280000662
60,age,468,0,33,16,15.2008547008547,7.809169328824414,-0.1300565474976938,-1.0294987379856833,0,0.6699999999999999,2,4,8,16,22,25,27,29,31.599000000000046
60,tanass_clean,468,0,39945000,502,122282.18803418803,1866768.2018586246,20.786656755351615,439.6030696247525,0,0,0,0,0,502,5813,30798.300000000003,67226.29999999999,1388501.5799999905,23577515.818000544
60,eszk,468,0,198033000,9818,1053731.2222222222,12652057.135671774,14.456799134020036,213.09511372481924,0,0,21.35,366.5,2539.25,9818,40488.75,109909.20000000003,418417.0999999999,4702622.329999997,190753291.45300025
60,sales_clean,468,0,41150047,5401.5,376987.2408937634,3364010.884993847,11.047253669206228,123.85443928013005,0,0,0,0,0,5401.5,27503,106069.30000000003,233272.19999999998,3756914.629999987,40606777.49400002
60,pretax,468,-308086,5178384,138,30253.833333333332,279754.2210209577,14.63444932722852,249.48870707835337,-212486.897,-50496.91,-9139.2,-2923.7,-133.75,138,1877,13615.800000000003,30899.299999999963,806357.1999999954,3587087.5710000526
60,persexp_clean,466,0,6424000,703.5,61774.62017167382,464565.7620560157,10.797404289942302,124.0272784837254,0,0,0,0,0,703.5,7533,37738.75,85140.25,1454010.4000000027,5721040.900000038
60,satok,466,-478144,133499000,4496,451095.70815450646,6413054.011745485,19.437889568874528,395.6976128903624,-309562.43499999994,-37202.49999999999,-6731.5,-1491.5,854.5,4496,18091.75,54293,144927.5,1995665.000000026,85235451.2300026
60,export_value,30,0,25487866.27056412,0,1136848.625484006,4704143.840162106,4.633546950845337,20.955407103964337,0,0,0,0,0,0,95283.05535054501,883734.8747454982,3661685.399366269,19598196.588584702,24898899.30236618
60,ereduzem,468,-1052149,3084356,129.5,18396.527777777777,192468.15440675442,11.204098064009825,163.85020813751862,-709038.0289999999,-40010.38,-9337.75,-3327,-146.75,129.5,1963,13231.000000000005,28395.649999999994,468605.84999999864,2584032.7480000164
60,emp,440,0,553,0,7.175,39.55209145540325,9.963496736787912,111.29778156300259,0,0,0,0,0,0,3,8.100000000000023,20.049999999999955,176.4000000000019,471.78499999999605
60,liabilities,468,0,143257136,2740.5,543902.0128205129,7262469.538886466,17.37089164309449,324.08197082394264,0,0,0,0,170.75,2740.5,12888.75,59088.000000000044,148506.24999999997,2342290.4799999762,103029225.48800133
61,age,837,0,68,11,12.383512544802867,8.028201821664421,0.7890806808317712,1.8375851722702627,0,0,1,2,6,11,18,23.399999999999977,27,30,39.57599999999957
61,tanass_clean,836,0,343704000,2255.5,871703.6411483254,12538271.347755387,24.871633351017074,667.5942297265623,0,0,0,0,0,2255.5,21751.5,168125.5,731205,10235570.649999931,118961244.99999021
61,eszk,837,0,1132657000,20872,2964468.9593787338,42182828.70825987,23.75049260931198,616.9509682254766,0,42.36,717.4000000000002,2039.1999999999998,5697,20872,104060,647294.1999999995,1775735.3999999987,33127826.07999977,464718915.9999898
61,sales_clean,837,0,507877000,20930,1545678.5168087685,20314848.335231483,20.653566122426977,478.0163213575219,0,0,0,0,1635,20930,79676,321926.99999999977,736069.9999999979,17759992.279999852,254846551.99999616
61,pretax,837,-10031004,50892000,604,135426.25328554361,2310785.497512234,18.504024614521875,371.35037006782136,-3317084.6560000014,-127459.04000000001,-9710,-4005.999999999999,-374,604,7039,27336.399999999987,78669.39999999972,877165.0399999991,40769711.99999985
61,persexp_clean,835,0,54821000,2928,207409.2610778443,2321467.6726279254,18.14463403963295,385.73367765369494,0,0,0,0,0,2928,12986.5,39663.60000000004,122467.8999999999,2940490.219999983,29240872.256001644
61,satok,834,-599028,591305000,10673,1496980.6223021583,22097724.4897866,23.63603469995987,610.8431320669317,-451257.965,-69359.08,-3428.7999999999993,187.90000000000003,3053,10673,50870,259079.2,669509.0999999995,11785967.789999941,225563022.00001317
61,export_value,63,0,47959032.94342087,0,1345417.5763695359,6266105.668670844,6.600863371449342,45.700580774512716,0,0,0,0,0,0,838.0559105039014,1740740.287863078,6313027.31997448,24267211.200531002,45589850.769131966
61,ereduzem,837,-6512563,66526000,581,168743.27001194743,2747758.860069452,20.439805748033237,452.2084783262997,-1949837.1840000008,-117403.12000000002,-9434.8,-4158.799999999998,-386,581,7045,29906.199999999917,79100.79999999891,1291430.8799999917,43418123.99999965
61,emp,765,0,6355,1,25.415032679738562,270.02881966881466,18.710714520354284,405.390939214798,0,0,0,0,0,1,4,11,20.799999999999955,293.2400000000032,3236.3519999999594
61,liabilities,837,0,541352000,5692,1320863.1708482676,20226218.28665937,23.65612256415769,610.4370540776561,0,0,0,15.600000000000009,664,5692,29524,175781.59999999998,721236.9999999977,10415555.199999938,220546189.3119951
62,age,13468,0,83,11,12.234630234630234,8.104402336303101,0.3564635266626327,-0.45001787667778936,0,0,0,2,6,11,18,24,27,29,34.53299999999945
62,tanass_clean,13464,0,47303853,198,16876.3708011735,440579.19037956826,94.64871217760418,9919.384432364965,0,0,0,0,0,198,2953,15343.400000000009,38023.499999999956,210335.94999999966,1253082.5100000044
62,eszk,13466,0,176900074,8833,112585.86261829794,1798002.3908380435,77.40039317189937,7177.1383763824715,0,2,100,516,2994,8833,30620.75,119389.5,285548,1484662.0500000056,12788514.494999984
62,sales_clean,13468,0,112113867,6944.5,125220.05787143079,1524787.0839095672,47.49005650828332,2867.165405221279,0,0,0,0,24,6944.5,32408.75,140424.40000000029,335982.89999999956,1715963.789999999,13224224.919998843
62,pretax,13468,-1825825,13558753,372.5,14761.691778660528,173462.63962176998,46.71388597207813,3104.1649198078444,-383172.925,-29978.77999999999,-3624.2,-1316.3,-92,372.5,5984.5,24375.900000000005,48442.19999999997,243988.16999999987,1622163.8359998867
62,persexp_clean,13409,0,44709325,657,34888.644200905284,544016.6760887442,53.89462439256869,3787.352119424956,0,0,0,0,0,657,5035,24276.800000000032,67983.19999999991,483750.72000000044,4924059.448000066
62,satok,13415,-3219682,34467459,5353,52786.65891010063,540421.0552035177,39.08223338838252,2009.2371560484696,-293116.58,-19127.8,-1254.8999999999994,20,2086,5353,18717,63478.8,161405.7,743802.6400000001,5566783.035999866
62,export_value,502,0,68869442.43800864,0,762336.2455395634,4115617.262661412,11.231088266160208,160.12924354800026,0,0,0,0,0,0,28145.684787696875,847524.5241838371,3157175.0560806952,15404849.494365597,50018020.74698299
62,ereduzem,13468,-1721704,14422432,350,14334.454134689635,177311.78384518466,49.86148137448887,3519.319092714094,-382639.991,-29870.869999999995,-3705,-1379.3,-105,350,5908.25,23890.600000000024,46542.299999999974,230315.36999999988,1622447.8569999055
62,emp,11058,0,4805,1,4.960028938325195,59.043604794610474,56.6615589924609,4146.560683933304,0,0,0,0,0,1,2,7,14,59.86000000000058,409.9429999999993
62,liabilities,13466,0,90133528,1482,47470.792272319566,892429.2282987443,81.12142394231059,7831.834883237732,0,0,0,0,103.25,1482,8818.5,42025.5,112375.5,605323.5000000026,5019185.614999875
63,age,3470,0,37,10,11.556484149855908,7.6313978183960405,0.4386944082350447,-0.7114596986797443,0,0,1,2,5,10,17,23,25,29,31
63,tanass_clean,3469,0,3382506,2,8222.428094263476,86370.89512877628,27.03858250082774,878.794014671618,0,0,0,0,0,2,1022,7816.800000000004,20465.59999999999,116131.8000000002,1254230.1880000725
63,eszk,3470,0,1662273178,4673.5,541685.8968023055,28224444.40388808,58.813746608173425,3459.67989889155,0,0,33,188,1839.25,4673.5,16582,62358.399999999994,146978.89999999985,874525.9899999972,8748650.622999828
63,sales_clean,3470,0,56758471,1708,91366.75522267894,1283138.8229358678,32.56862292083953,1255.4931628057757,0,0,0,0,0,1708,12732.75,62104.19999999985,167834.19999999963,881397.519999997,15881888.135999992
63,pretax,3470,-16509566,10418365,1,1224.8810812680115,352060.49916262506,-23.64945649060419,1636.4088476284885,-771998.8940000002,-39754.880000000005,-4504.199999999999,-1830,-196.75,1,1204,8021.899999999999,23278.549999999974,124018.34999999974,948612.6489999829
63,persexp_clean,3458,0,15821757,68,26416.1120951417,434390.28551398596,30.15128767189042,1012.9491993906106,0,0,0,0,0,68,2808,9578.700000000008,26367.949999999924,208418.63999999868,4828330.917000044
63,satok,3441,-5875078,1326462928,3176,409282.378423714,22613938.668957844,58.59629498129567,3433.0135283931,-785228.16,-25855.4,-3654,-482,642,3176,8885,30648,67948,476478.79999999946,3292574.439999974
63,export_value,125,0,64156224.68841214,0,1002475.8642874603,6289264.423281582,8.61670607779952,80.14763038196688,0,0,0,0,0,0,6475.703181643374,320324.0658473648,1396511.3323655915,22059583.058771953,59287370.49214839
63,ereduzem,3470,-1240976,10189491,0,7627.328304899135,182940.03088440496,49.88682653484054,2765.317400481227,-464913.851,-37812.78,-4504.749999999999,-1857.5,-204,0,1210.25,8003.1,23008.899999999972,123812.31999999995,955909.8059999838
63,emp,2922,0,2152,0,3.8343600273785077,56.446439729311294,33.56029927630446,1204.7280350229619,0,0,0,0,0,0,1,4,7,33,455.71500000001515
63,liabilities,3470,0,335644320,696.5,127062.19935102215,5706909.363923997,58.56719415036322,3439.925850433149,0,0,0,0,41,696.5,5068,23557.399999999994,68730.44999999998,463208.4899999998,5680978.285999937
64,age,3584,0,103,6,7.994140625,8.679759771024948,2.7293359093500604,14.105772926304532,0,0,0,0,2,6,11,19,24.84999999999991,33,70.66799999999967
64,tanass_clean,3561,0,77754000,0,190385.62005054762,2082399.8498462623,23.085644051120752,688.3701935482817,0,0,0,0,0,0,2820,79322,277444,2809600.0000000047,29127999.52000005
64,eszk,3583,0,10138804000,135514,22830176.7451856,234457444.70582488,26.970713786875503,1015.8527356715136,0,46.56,1890.8000000000002,3000,11492.5,135514,968088.5,6609474.200000005,29691888.799999945,432500253.55999947,2748347557.5080233
64,sales_clean,3321,0,674043000,0,878381.2602080161,15940869.884493176,29.79436236735224,1082.394650460891,0,0,0,0,0,0,4500,44098,173502,3146165.8000000673,219174029.6799963
64,pretax,3583,-628578497,257109564,57,331339.8922690483,14174722.939610047,-25.81878988602658,1240.6204285654715,-18985436.79,-874391.34,-49969.799999999996,-11122.199999999997,-779.5,57,25753,252716.8000000004,965306.6999999965,14163315.419999931,101642233.25400601
64,persexp_clean,3298,0,115035000,0,115472.52243784112,2341965.7325694854,38.67071011543906,1787.782676139466,0,0,0,0,0,0,852,7808.800000000003,27922.599999999657,547154.1799999811,26590141.99999992
64,satok,3564,-42969174,2027519955,37679,8874550.395061728,83452925.83187625,16.356270013825885,312.024056506784,-8371418.764999997,-328196.17999999993,-9268.199999999999,71.50000000000006,3003.75,37679,344165.75,2640557.5000000014,10683884.449999988,221262862.95999998,1467018087.2819662
64,export_value,767,0,497194248.0840799,0,1181052.612499981,21151651.83344031,20.69084205603722,446.64463906165037,0,0,0,0,0,0,0,0,1475.8149341670592,2404306.6372725344,349773814.186109
64,ereduzem,3321,-20050427,36903749,-254,66.59439927732605,886527.9695672764,15.55314837789382,1053.7649132249467,-6350718.799999999,-423228.8,-47736,-14988,-2522,-254,29,8720,38854,482188.00000000617,4407301.479999652
64,emp,2254,0,8981,0,20.68234250221828,241.32479872734837,26.551022407412503,883.6410102731722,0,0,0,0,0,0,2,8,25.34999999999991,391.1099999999974,2938.6629999999955
64,liabilities,3307,0,2186962176,10799,4047199.3335349257,53422149.506046414,29.860825807744337,1057.492164542356,0,0,0,0,328.5,10799,171122.5,1101517.4000000006,4194985.599999978,87668195.8400002,495510746.55999506
65,age,52,5,41,17.5,17.923076923076923,8.784670591759916,0.27500139241546956,-0.811613820019669,5,5,5,7.1000000000000005,10,17.5,25.25,29,30,36.41000000000002,40.54099999999998
65,tanass_clean,32,0,3249000,0,103408.75,574021.6969249338,5.137092238796993,25.18127710652989,0,0,0,0,0,0,1146.25,9957.000000000007,15419.199999999993,2247990.780000004,3148899.0780000035
65,eszk,52,8,449375000,30611.5,59095877.59615385,112196949.04865386,1.9279547628651408,2.741025626511812,8.713999999999999,15.14,350.60000000000014,1084.8000000000004,3300.25,30611.5,50965943.75,231299085.29999998,324187449.9999999,413767820.0000001,445814281.9999998
65,sales_clean,32,0,133256000,3505.5,6721820.84375,27201256.504589956,3.778184290993598,13.41139680435564,0,0,0,0,0,3505.5,14259.75,44034.80000000002,36748363.19999994,117180330.00000006,131648433.00000006
65,pretax,52,-1463590,19509000,1320.5,1428638.2115384615,3824450.117451398,3.1489746436954933,10.108087019730908,-1452349.09,-1351180.9,-309142.6,-3495.699999999998,-8.5,1320.5,715972.75,3439653.9999999995,9073449.99999999,17006430.00000001,19258742.999999993
65,persexp_clean,31,0,13904000,90,454298.03225806454,2496195.2357498067,5.0403019905143225,24.188854853926532,0,0,0,0,0,90,5175,17968,53299,9750663.799999991,13488666.379999986
65,satok,52,-1418,45901000,21823.5,5968415.423076923,10904060.96195921,2.1475092448447257,3.9355088300024015,-1402.241,-1260.4099999999999,-140.7,613.8000000000001,3035.25,21823.5,7008010,17437099.999999996,34898799.99999999,41768980.000000015,45487797.999999985
65,ereduzem,31,-61298,11498,220,-875.6129032258065,11518.69983021064,-4.600074731959441,21.474876940850415,-59572.97,-44047.7,-2272.5,-684,-15,220,1312,4179,5253,9831.499999999996,11331.349999999993
65,emp,50,0,1413,2.5,168.58,356.6963546039616,2.4526581703132297,5.046442605918285,0,0,0,0,0,2.5,132.75,546.6000000000004,1111.4999999999989,1394.3799999999999,1411.1380000000001
65,liabilities,30,0,80604,845.5,4900.566666666667,14899.160005675241,4.387006879576718,19.253640840717832,0,0,0,0,17.5,845.5,1972.5,6645.900000000011,16398.699999999983,62748.410000000054,78818.441
66,age,5922,0,45,10,11.890239783856805,7.283074750258498,0.5480531551739494,-0.5035535518632481,0,0,2,3,7,10,17,23,26,28,30.078999999999724
66,tanass_clean,5919,0,3836833,69,6759.996621050854,60786.12892159457,45.82153508811478,2713.007010344984,0,0,0,0,0,69,1765.5,10700.399999999998,24387.39999999995,101473.41999999987,550872.656000012
