var1,var2,cor,nace2
tanass_clean,tanass_clean,1,61
eszk,tanass_clean,0.977442562300423,61
sales_clean,tanass_clean,0.9434162982811736,61
pretax,tanass_clean,0.7882322479999957,61
persexp_clean,tanass_clean,0.9016551098576226,61
satok,tanass_clean,0.9496235300596071,61
export_value,tanass_clean,0.10102432737405473,61
ereduzem,tanass_clean,0.876267557996889,61
emp,tanass_clean,0.9325346832294698,61
liabilities,tanass_clean,0.9851856703760369,61
age,eszk,0.08809350744222695,61
tanass_clean,eszk,0.977442562300423,61
eszk,eszk,1,61
sales_clean,eszk,0.96621510816527445,61
pretax,eszk,0.8183201932905981,61
persexp_clean,eszk,0.9103830696433075,61
satok,eszk,0.9879600745694966,61
export_value,eszk,0.16046302408563087,61
ereduzem,eszk,0.8939898131629631,61
emp,eszk,0.9356216710454651,61
liabilities,eszk,0.9870394397978549,61
age,sales_clean,0.10737438032629207,61
tanass_clean,sales_clean,0.9434162982811736,61
eszk,sales_clean,0.96621510816527445,61
sales_clean,sales_clean,1,61
pretax,sales_clean,0.9032429181769187,61
persexp_clean,sales_clean,0.9375538365910463,61
satok,sales_clean,0.9452091390759707,61
export_value,sales_clean,0.284644692463183,61
ereduzem,sales_clean,0.9523933466389257,61
emp,sales_clean,0.9447526942293546,61
liabilities,sales_clean,0.9534663603337501,61
age,pretax,0.08861229590777676,61
tanass_clean,pretax,0.7882322479999957,61
eszk,pretax,0.8183201932905981,61
sales_clean,pretax,0.9032429181769187,61
pretax,pretax,1,61
persexp_clean,pretax,0.7724104812213933,61
satok,pretax,0.8388397718434504,61
export_value,pretax,0.13552602277785017,61
ereduzem,pretax,0.985650985966297,61
emp,pretax,0.757223959898484,61
liabilities,pretax,0.7646624802701631,61
age,persexp_clean,0.11847490432506629,61
tanass_clean,persexp_clean,0.9016551098576226,61
eszk,persexp_clean,0.9103830696433075,61
sales_clean,persexp_clean,0.9375538365910463,61
pretax,persexp_clean,0.7724104812213933,61
persexp_clean,persexp_clean,1,61
satok,persexp_clean,0.8764599171560571,61
export_value,persexp_clean,0.7378808927408685,61
ereduzem,persexp_clean,0.8377499525899688,61
emp,persexp_clean,0.9842121281236378,61
liabilities,persexp_clean,0.915030703325901,61
age,satok,0.0758127316756106,61
tanass_clean,satok,0.9496235300596071,61
eszk,satok,0.9879600745694966,61
sales_clean,satok,0.9452091390759707,61
pretax,satok,0.8388397718434504,61
persexp_clean,satok,0.8764599171560571,61
satok,satok,1,61
export_value,satok,0.14510484555416894,61
ereduzem,satok,0.9008401100236314,61
emp,satok,0.8976500478807802,61
liabilities,satok,0.9520031235275325,61
age,export_value,0.23703551325860597,61
tanass_clean,export_value,0.10102432737405473,61
eszk,export_value,0.16046302408563087,61
sales_clean,export_value,0.284644692463183,61
pretax,export_value,0.13552602277785017,61
persexp_clean,export_value,0.7378808927408685,61
satok,export_value,0.14510484555416894,61
export_value,export_value,1,61
ereduzem,export_value,0.13696474653533455,61
emp,export_value,0.5667934337586582,61
liabilities,export_value,0.15636720305786422,61
age,ereduzem,0.0953837246883948,61
tanass_clean,ereduzem,0.876267557996889,61
eszk,ereduzem,0.8939898131629631,61
sales_clean,ereduzem,0.9523933466389257,61
pretax,ereduzem,0.985650985966297,61
persexp_clean,ereduzem,0.8377499525899688,61
satok,ereduzem,0.9008401100236314,61
export_value,ereduzem,0.13696474653533455,61
ereduzem,ereduzem,1,61
emp,ereduzem,0.8337485903157943,61
liabilities,ereduzem,0.8558803784762546,61
age,emp,0.11786232907685266,61
tanass_clean,emp,0.9325346832294698,61
eszk,emp,0.9356216710454651,61
sales_clean,emp,0.9447526942293546,61
pretax,emp,0.757223959898484,61
persexp_clean,emp,0.9842121281236378,61
satok,emp,0.8976500478807802,61
export_value,emp,0.5667934337586582,61
ereduzem,emp,0.8337485903157943,61
emp,emp,1,61
liabilities,emp,0.9461319761255933,61
age,liabilities,0.09501442395958296,61
tanass_clean,liabilities,0.9851856703760369,61
eszk,liabilities,0.9870394397978549,61
sales_clean,liabilities,0.9534663603337501,61
pretax,liabilities,0.7646624802701631,61
persexp_clean,liabilities,0.915030703325901,61
satok,liabilities,0.9520031235275325,61
export_value,liabilities,0.15636720305786422,61
ereduzem,liabilities,0.8558803784762546,61
emp,liabilities,0.9461319761255933,61
liabilities,liabilities,1,61
age,age,1,62
tanass_clean,age,0.027386055053244887,62
eszk,age,0.03584973484160933,62
sales_clean,age,0.04266898424850602,62
pretax,age,0.02428248083855567,62
persexp_clean,age,0.043802154261862535,62
satok,age,0.05272903613472824,62
export_value,age,0.14378115000379257,62
ereduzem,age,0.023666503779314795,62
emp,age,0.03940454251638815,62
liabilities,age,0.025581177773928973,62
age,tanass_clean,0.027386055053244887,62
tanass_clean,tanass_clean,1,62
eszk,tanass_clean,0.9491064806092876,62
sales_clean,tanass_clean,0.6651109236321839,62
pretax,tanass_clean,0.3070648261393416,62
persexp_clean,tanass_clean,0.4071085687988314,62
satok,tanass_clean,0.681028694887277,62
export_value,tanass_clean,0.09831894421666042,62
ereduzem,tanass_clean,0.3138402330318593,62
emp,tanass_clean,0.40243447098789936,62
liabilities,tanass_clean,0.9491968472527176,62
age,eszk,0.03584973484160933,62
tanass_clean,eszk,0.9491064806092876,62
eszk,eszk,1,62
sales_clean,eszk,0.7951070707415666,62
pretax,eszk,0.37171280872690654,62
persexp_clean,eszk,0.5071489541671038,62
satok,eszk,0.8267852356651141,62
export_value,eszk,0.18101442245460134,62
ereduzem,eszk,0.37132126318256764,62
emp,eszk,0.487155914560591,62
liabilities,eszk,0.9764524731783719,62
age,sales_clean,0.04266898424850602,62
tanass_clean,sales_clean,0.6651109236321839,62
eszk,sales_clean,0.7951070707415666,62
sales_clean,sales_clean,1,62
pretax,sales_clean,0.49098830260596077,62
persexp_clean,sales_clean,0.7688794247172733,62
satok,sales_clean,0.867952792441338,62
export_value,sales_clean,0.5211271965313473,62
ereduzem,sales_clean,0.49473735348304293,62
emp,sales_clean,0.7424900740010564,62
liabilities,sales_clean,0.730133446605873,62
age,pretax,0.02428248083855567,62
tanass_clean,pretax,0.3070648261393416,62
eszk,pretax,0.37171280872690654,62
sales_clean,pretax,0.49098830260596077,62
pretax,pretax,1,62
persexp_clean,pretax,0.28167402728284263,62
satok,pretax,0.5369289668535747,62
export_value,pretax,0.3113486713696911,62
ereduzem,pretax,0.9938059036920919,62
emp,pretax,0.2576855070458436,62
liabilities,pretax,0.3348390173727384,62
age,persexp_clean,0.043802154261862535,62
tanass_clean,persexp_clean,0.4071085687988314,62
eszk,persexp_clean,0.5071489541671038,62
sales_clean,persexp_clean,0.7688794247172733,62
pretax,persexp_clean,0.28167402728284263,62
persexp_clean,persexp_clean,1,62
satok,persexp_clean,0.6039176225866361,62
export_value,persexp_clean,0.8810873864420212,62
ereduzem,persexp_clean,0.2802702283185234,62
emp,persexp_clean,0.9848475239455062,62
liabilities,persexp_clean,0.41225311333363346,62
age,satok,0.05272903613472824,62
tanass_clean,satok,0.681028694887277,62
eszk,satok,0.8267852356651141,62
sales_clean,satok,0.867952792441338,62
pretax,satok,0.5369289668535747,62
persexp_clean,satok,0.6039176225866361,62
satok,satok,1,62
export_value,satok,0.3715566375928323,62
ereduzem,satok,0.5274304759437771,62
emp,satok,0.571338732698685,62
liabilities,satok,0.712052270624369,62
age,export_value,0.14378115000379257,62
tanass_clean,export_value,0.09831894421666042,62
eszk,export_value,0.18101442245460134,62
sales_clean,export_value,0.5211271965313473,62
pretax,export_value,0.3113486713696911,62
persexp_clean,export_value,0.8810873864420212,62
satok,export_value,0.3715566375928323,62
export_value,export_value,1,62
ereduzem,export_value,0.30167211439852415,62
emp,export_value,0.8726323280074195,62
liabilities,export_value,0.0815498968147227,62
age,ereduzem,0.023666503779314795,62
tanass_clean,ereduzem,0.3138402330318593,62
eszk,ereduzem,0.37132126318256764,62
sales_clean,ereduzem,0.49473735348304293,62
pretax,ereduzem,0.9938059036920919,62
persexp_clean,ereduzem,0.2802702283185234,62
satok,ereduzem,0.5274304759437771,62
export_value,ereduzem,0.30167211439852415,62
ereduzem,ereduzem,1,62
emp,ereduzem,0.25636217866591726,62
liabilities,ereduzem,0.3394743795011116,62
age,emp,0.03940454251638815,62
tanass_clean,emp,0.40243447098789936,62
eszk,emp,0.487155914560591,62
sales_clean,emp,0.7424900740010564,62
pretax,emp,0.2576855070458436,62
persexp_clean,emp,0.9848475239455062,62
satok,emp,0.571338732698685,62
export_value,emp,0.8726323280074195,62
ereduzem,emp,0.25636217866591726,62
emp,emp,1,62
liabilities,emp,0.39734926918244085,62
age,liabilities,0.025581177773928973,62
tanass_clean,liabilities,0.9491968472527176,62
eszk,liabilities,0.9764524731783719,62
sales_clean,liabilities,0.730133446605873,62
pretax,liabilities,0.3348390173727384,62
persexp_clean,liabilities,0.41225311333363346,62
satok,liabilities,0.712052270624369,62
export_value,liabilities,0.0815498968147227,62
ereduzem,liabilities,0.3394743795011116,62
emp,liabilities,0.39734926918244085,62
liabilities,liabilities,1,62
age,age,1,63
tanass_clean,age,0.04216834770528285,63
eszk,age,0.006327053110652781,63
sales_clean,age,0.038023668106899194,63
pretax,age,0.016444977029528393,63
persexp_clean,age,0.038481577491295195,63
satok,age,0.006103276339654406,63
export_value,age,0.07622642030354843,63
ereduzem,age,0.028197504498061503,63
emp,age,0.02336220232627154,63
liabilities,age,0.006043017825566205,63
age,tanass_clean,0.04216834770528285,63
tanass_clean,tanass_clean,1,63
eszk,tanass_clean,0.036557885617773275,63
sales_clean,tanass_clean,0.4028665299202548,63
pretax,tanass_clean,0.014336046456010306,63
persexp_clean,tanass_clean,0.5018116881273942,63
satok,tanass_clean,0.024117785933414793,63
export_value,tanass_clean,0.1295947257010531,63
ereduzem,tanass_clean,0.06931629296594902,63
emp,tanass_clean,0.4096663489347485,63
liabilities,tanass_clean,0.06668373581065118,63
age,eszk,0.006327053110652781,63
tanass_clean,eszk,0.036557885617773275,63
eszk,eszk,1,63
sales_clean,eszk,0.05236932956648337,63
pretax,eszk,-0.7894429553710454,63
persexp_clean,eszk,0.05781269252584351,63
satok,eszk,0.9998679158845191,63
export_value,eszk,0.041145204994344896,63
ereduzem,eszk,0.010851117460697805,63
emp,eszk,0.04274014077934298,63
liabilities,eszk,0.9991463987971231,63
age,sales_clean,0.038023668106899194,63
tanass_clean,sales_clean,0.4028665299202548,63
eszk,sales_clean,0.05236932956648337,63
sales_clean,sales_clean,1,63
pretax,sales_clean,0.3940876538283484,63
persexp_clean,sales_clean,0.6552858107379634,63
satok,sales_clean,0.043967880502331996,63
export_value,sales_clean,0.8409711943263197,63
ereduzem,sales_clean,0.8073437539364497,63
emp,sales_clean,0.5792284988180615,63
liabilities,sales_clean,0.06637063924118336,63
age,pretax,0.016444977029528393,63
tanass_clean,pretax,0.014336046456010306,63
eszk,pretax,-0.7894429553710454,63
sales_clean,pretax,0.3940876538283484,63
pretax,pretax,1,63
persexp_clean,pretax,0.06019933452969016,63
satok,pretax,-0.7898216439484402,63
export_value,pretax,0.45987185326327906,63
ereduzem,pretax,0.5257757786343003,63
emp,pretax,0.02667871367851032,63
liabilities,pretax,-0.79457042744314,63
age,persexp_clean,0.038481577491295195,63
tanass_clean,persexp_clean,0.5018116881273942,63
eszk,persexp_clean,0.05781269252584351,63
sales_clean,persexp_clean,0.6552858107379634,63
pretax,persexp_clean,0.06019933452969016,63
persexp_clean,persexp_clean,1,63
satok,persexp_clean,0.05056886414449069,63
export_value,persexp_clean,0.3491163533249461,63
ereduzem,persexp_clean,0.18222910873339135,63
emp,persexp_clean,0.9397746155507308,63
liabilities,persexp_clean,0.0756662615622594,63
age,satok,0.006103276339654406,63
tanass_clean,satok,0.024117785933414793,63
eszk,satok,0.9998679158845191,63
sales_clean,satok,0.043967880502331996,63
pretax,satok,-0.7898216439484402,63
persexp_clean,satok,0.05056886414449069,63
satok,satok,1,63
export_value,satok,0.038331504610300035,63
ereduzem,satok,0.007540848910569328,63
emp,satok,0.03727699582191519,63
liabilities,satok,0.9983992041364317,63
age,export_value,0.07622642030354843,63
tanass_clean,export_value,0.1295947257010531,63
eszk,export_value,0.041145204994344896,63
sales_clean,export_value,0.8409711943263197,63
pretax,export_value,0.45987185326327906,63
persexp_clean,export_value,0.3491163533249461,63
satok,export_value,0.038331504610300035,63
export_value,export_value,1,63
ereduzem,export_value,0.9251667532344502,63
emp,export_value,0.25109313815064394,63
liabilities,export_value,0.041338117323943706,63
age,ereduzem,0.028197504498061503,63
tanass_clean,ereduzem,0.06931629296594902,63
eszk,ereduzem,0.010851117460697805,63
sales_clean,ereduzem,0.8073437539364497,63
pretax,ereduzem,0.5257757786343003,63
persexp_clean,ereduzem,0.18222910873339135,63
satok,ereduzem,0.007540848910569328,63
export_value,ereduzem,0.9251667532344502,63
ereduzem,ereduzem,1,63
emp,ereduzem,0.09701389570381748,63
liabilities,ereduzem,0.009917073712129304,63
age,emp,0.02336220232627154,63
tanass_clean,emp,0.4096663489347485,63
eszk,emp,0.04274014077934298,63
sales_clean,emp,0.5792284988180615,63
pretax,emp,0.02667871367851032,63
persexp_clean,emp,0.9397746155507308,63
satok,emp,0.03727699582191519,63
export_value,emp,0.25109313815064394,63
ereduzem,emp,0.09701389570381748,63
emp,emp,1,63
liabilities,emp,0.05824186218790152,63
age,liabilities,0.006043017825566205,63
tanass_clean,liabilities,0.06668373581065118,63
eszk,liabilities,0.9991463987971231,63
sales_clean,liabilities,0.06637063924118336,63
pretax,liabilities,-0.79457042744314,63
persexp_clean,liabilities,0.0756662615622594,63
satok,liabilities,0.9983992041364317,63
export_value,liabilities,0.041338117323943706,63
ereduzem,liabilities,0.009917073712129304,63
emp,liabilities,0.05824186218790152,63
liabilities,liabilities,1,63
age,age,1,64
tanass_clean,age,0.18148625706582514,64
eszk,age,0.1496402595205644,64
sales_clean,age,0.1296079361715305,64
pretax,age,0.050790943327815724,64
persexp_clean,age,0.14619314826405175,64
satok,age,0.048167235585190385,64
export_value,age,0.029991462606928657,64
ereduzem,age,-0.0112503330061238,64
emp,age,0.18028774860710386,64
liabilities,age,0.03132955793307965,64
age,tanass_clean,0.18148625706582514,64
tanass_clean,tanass_clean,1,64
eszk,tanass_clean,0.8111837430465725,64
sales_clean,tanass_clean,0.7613148782261973,64
pretax,tanass_clean,0.22974472837510432,64
persexp_clean,tanass_clean,0.8515089584241363,64
satok,tanass_clean,0.3254917037477037,64
export_value,tanass_clean,0.12553817439866202,64
ereduzem,tanass_clean,0.13907090011578924,64
emp,tanass_clean,0.8913469343808708,64
liabilities,tanass_clean,0.3861612224875396,64
age,eszk,0.1496402595205644,64
tanass_clean,eszk,0.8111837430465725,64
eszk,eszk,1,64
sales_clean,eszk,0.8159342008143092,64
pretax,eszk,0.2802369298028715,64
persexp_clean,eszk,0.8919892393860659,64
satok,eszk,0.6762098510839528,64
export_value,eszk,0.35886021836260745,64
ereduzem,eszk,0.2614617252306678,64
emp,eszk,0.8785834785368898,64
liabilities,eszk,0.6098594357360198,64
age,sales_clean,0.1296079361715305,64
tanass_clean,sales_clean,0.7613148782261973,64
eszk,sales_clean,0.8159342008143092,64
sales_clean,sales_clean,1,64
pretax,sales_clean,0.25811724842484524,64
persexp_clean,sales_clean,0.8495693630515369,64
satok,sales_clean,0.36187279402633565,64
export_value,sales_clean,0.9970085458475421,64
ereduzem,sales_clean,0.333484867616532,64
emp,sales_clean,0.8308614330189008,64
liabilities,sales_clean,0.34088966422578987,64
age,pretax,0.050790943327815724,64
tanass_clean,pretax,0.22974472837510432,64
eszk,pretax,0.2802369298028715,64
sales_clean,pretax,0.25811724842484524,64
pretax,pretax,1,64
persexp_clean,pretax,0.2732108574954294,64
satok,pretax,0.23856918251523587,64
export_value,pretax,0.06046589692697203,64
ereduzem,pretax,-0.03263173750700005,64
emp,pretax,0.6420952377670223,64
liabilities,pretax,-0.03499753706407116,64
age,persexp_clean,0.14619314826405175,64
tanass_clean,persexp_clean,0.8515089584241363,64
eszk,persexp_clean,0.8919892393860659,64
sales_clean,persexp_clean,0.8495693630515369,64
pretax,persexp_clean,0.2732108574954294,64
persexp_clean,persexp_clean,1,64
satok,persexp_clean,0.3706914789473967,64
export_value,persexp_clean,0.3151554742917814,64
ereduzem,persexp_clean,0.18647288087441996,64
emp,persexp_clean,0.9902774690251026,64
liabilities,persexp_clean,0.4972546920648485,64
age,satok,0.048167235585190385,64
tanass_clean,satok,0.3254917037477037,64
eszk,satok,0.6762098510839528,64
sales_clean,satok,0.36187279402633565,64
pretax,satok,0.23856918251523587,64
persexp_clean,satok,0.3706914789473967,64
satok,satok,1,64
export_value,satok,0.1623143518224966,64
ereduzem,satok,0.038992734548642355,64
emp,satok,0.39980953305962474,64
liabilities,satok,0.24879022811734466,64
age,export_value,0.029991462606928657,64
tanass_clean,export_value,0.12553817439866202,64
eszk,export_value,0.35886021836260745,64
sales_clean,export_value,0.9970085458475421,64
pretax,export_value,0.06046589692697203,64
persexp_clean,export_value,0.3151554742917814,64
satok,export_value,0.1623143518224966,64
export_value,export_value,1,64
ereduzem,export_value,0.40969359658410726,64
emp,export_value,0.23324610536226326,64
liabilities,export_value,0.38763208028919033,64
age,ereduzem,-0.0112503330061238,64
tanass_clean,ereduzem,0.13907090011578924,64
eszk,ereduzem,0.2614617252306678,64
sales_clean,ereduzem,0.333484867616532,64
pretax,ereduzem,-0.03263173750700005,64
persexp_clean,ereduzem,0.18647288087441996,64
satok,ereduzem,0.038992734548642355,64
export_value,ereduzem,0.40969359658410726,64
ereduzem,ereduzem,1,64
emp,ereduzem,0.15368814030802846,64
liabilities,ereduzem,0.4357395295790228,64
age,emp,0.18028774860710386,64
tanass_clean,emp,0.8913469343808708,64
eszk,emp,0.8785834785368898,64
sales_clean,emp,0.8308614330189008,64
pretax,emp,0.6420952377670223,64
persexp_clean,emp,0.9902774690251026,64
satok,emp,0.39980953305962474,64
export_value,emp,0.23324610536226326,64
ereduzem,emp,0.15368814030802846,64
emp,emp,1,64
liabilities,emp,0.5046627969449086,64
age,liabilities,0.03132955793307965,64
tanass_clean,liabilities,0.3861612224875396,64
eszk,liabilities,0.6098594357360198,64
sales_clean,liabilities,0.34088966422578987,64
pretax,liabilities,-0.03499753706407116,64
persexp_clean,liabilities,0.4972546920648485,64
satok,liabilities,0.24879022811734466,64
export_value,liabilities,0.38763208028919033,64
ereduzem,liabilities,0.4357395295790228,64
emp,liabilities,0.5046627969449086,64
liabilities,liabilities,1,64
age,age,1,65
tanass_clean,age,0.5503902718434094,65
eszk,age,0.5942122758122571,65
sales_clean,age,0.5101127457470415,65
pretax,age,0.4777656097999929,65
persexp_clean,age,0.43288636341827524,65
satok,age,0.5577516329352674,65
export_value,age,NA,65
ereduzem,age,-0.1519541950923378,65
emp,age,0.6085732250500973,65
liabilities,age,0.20984851803219678,65
age,tanass_clean,0.5503902718434094,65
tanass_clean,tanass_clean,1,65
eszk,tanass_clean,0.9996590764740102,65
sales_clean,tanass_clean,0.22577688430094245,65
pretax,tanass_clean,0.9553448937377466,65
persexp_clean,tanass_clean,0.158571647398836,65
satok,tanass_clean,0.9768660571590987,65
export_value,tanass_clean,NA,65
ereduzem,tanass_clean,0.07835749924223252,65
emp,tanass_clean,0.9996748974030059,65
liabilities,tanass_clean,0.2681615442015576,65
age,eszk,0.5942122758122571,65
tanass_clean,eszk,0.9996590764740102,65
eszk,eszk,1,65
sales_clean,eszk,0.9095726580714413,65
pretax,eszk,0.7681423065033577,65
persexp_clean,eszk,0.999990463830235,65
satok,eszk,0.8995369776802962,65
export_value,eszk,NA,65
ereduzem,eszk,-0.04256593064860607,65
emp,eszk,0.8240443467565174,65
liabilities,eszk,0.6264308995111839,65
age,sales_clean,0.5101127457470415,65
tanass_clean,sales_clean,0.22577688430094245,65
eszk,sales_clean,0.9095726580714413,65
sales_clean,sales_clean,1,65
pretax,sales_clean,0.9884384988163027,65
persexp_clean,sales_clean,0.9999906990217265,65
satok,sales_clean,0.9991919023146962,65
export_value,sales_clean,NA,65
ereduzem,sales_clean,0.15521002049594973,65
emp,sales_clean,0.9560073083416519,65
liabilities,sales_clean,0.9702044820230548,65
age,pretax,0.4777656097999929,65
tanass_clean,pretax,0.9553448937377466,65
eszk,pretax,0.7681423065033577,65
sales_clean,pretax,0.9884384988163027,65
pretax,pretax,1,65
persexp_clean,pretax,0.9999385242419931,65
satok,pretax,0.9144845398149392,65
export_value,pretax,NA,65
ereduzem,pretax,0.13924304275499022,65
emp,pretax,0.8525292050904705,65
liabilities,pretax,0.056152539040729095,65
age,persexp_clean,0.43288636341827524,65
tanass_clean,persexp_clean,0.158571647398836,65
eszk,persexp_clean,0.999990463830235,65
sales_clean,persexp_clean,0.9999906990217265,65
pretax,persexp_clean,0.9999385242419931,65
persexp_clean,persexp_clean,1,65
satok,persexp_clean,0.9999882007211447,65
export_value,persexp_clean,NA,65
ereduzem,persexp_clean,-0.46714032648195164,65
emp,persexp_clean,0.9999626084191118,65
liabilities,persexp_clean,0.7410847170922594,65
age,satok,0.5577516329352674,65
tanass_clean,satok,0.9768660571590987,65
eszk,satok,0.8995369776802962,65
sales_clean,satok,0.9991919023146962,65
pretax,satok,0.9144845398149392,65
persexp_clean,satok,0.9999882007211447,65
satok,satok,1,65
export_value,satok,NA,65
ereduzem,satok,-0.12883433476452666,65
emp,satok,0.913411596982156,65
liabilities,satok,0.437895808599411,65
age,export_value,NA,65
tanass_clean,export_value,NA,65
eszk,export_value,NA,65
sales_clean,export_value,NA,65
pretax,export_value,NA,65
persexp_clean,export_value,NA,65
satok,export_value,NA,65
export_value,export_value,NA,65
ereduzem,export_value,NA,65
emp,export_value,NA,65
liabilities,export_value,NA,65
age,ereduzem,-0.1519541950923378,65
tanass_clean,ereduzem,0.07835749924223252,65
eszk,ereduzem,-0.04256593064860607,65
sales_clean,ereduzem,0.15521002049594973,65
pretax,ereduzem,0.13924304275499022,65
persexp_clean,ereduzem,-0.46714032648195164,65
satok,ereduzem,-0.12883433476452666,65
export_value,ereduzem,NA,65
ereduzem,ereduzem,1,65
emp,ereduzem,-0.24648830257129536,65
liabilities,ereduzem,0.0578477127169786,65
age,emp,0.6085732250500973,65
tanass_clean,emp,0.9996748974030059,65
eszk,emp,0.8240443467565174,65
sales_clean,emp,0.9560073083416519,65
pretax,emp,0.8525292050904705,65
persexp_clean,emp,0.9999626084191118,65
satok,emp,0.913411596982156,65
export_value,emp,NA,65
ereduzem,emp,-0.24648830257129536,65
emp,emp,1,65
liabilities,emp,0.8533147139613284,65
age,liabilities,0.20984851803219678,65
tanass_clean,liabilities,0.2681615442015576,65
eszk,liabilities,0.6264308995111839,65
sales_clean,liabilities,0.9702044820230548,65
pretax,liabilities,0.056152539040729095,65
persexp_clean,liabilities,0.7410847170922594,65
satok,liabilities,0.437895808599411,65
export_value,liabilities,NA,65
ereduzem,liabilities,0.0578477127169786,65
emp,liabilities,0.8533147139613284,65
liabilities,liabilities,1,65
age,age,1,66
tanass_clean,age,0.08426033370042546,66
eszk,age,0.058299553665992876,66
sales_clean,age,0.08110333351950426,66
pretax,age,0.05344434608173215,66
persexp_clean,age,0.09719403397712348,66
satok,age,0.05358984766717705,66
export_value,age,0.14135582541395467,66
ereduzem,age,0.0481232732299307,66
emp,age,0.07580386477849711,66
liabilities,age,0.04339846489857783,66
age,tanass_clean,0.08426033370042546,66
tanass_clean,tanass_clean,1,66
eszk,tanass_clean,0.30550931848954016,66
sales_clean,tanass_clean,0.27194642020618986,66
pretax,tanass_clean,0.10153702954083724,66
persexp_clean,tanass_clean,0.4060412505552926,66
satok,tanass_clean,0.3849130214999398,66
export_value,tanass_clean,0.2302461484930294,66
ereduzem,tanass_clean,0.10228818464042443,66
emp,tanass_clean,0.36477789390153365,66
liabilities,tanass_clean,0.19804621638912195,66
age,eszk,0.058299553665992876,66
tanass_clean,eszk,0.30550931848954016,66
eszk,eszk,1,66
sales_clean,eszk,0.48425216807761157,66
pretax,eszk,0.35684273542741324,66
persexp_clean,eszk,0.46811675427630545,66
satok,eszk,0.6782915975758838,66
export_value,eszk,0.11714104809816399,66
ereduzem,eszk,0.32867239920362595,66
emp,eszk,0.3383320728461502,66
liabilities,eszk,0.8315910866528449,66
age,sales_clean,0.08110333351950426,66
tanass_clean,sales_clean,0.27194642020618986,66
eszk,sales_clean,0.48425216807761157,66
sales_clean,sales_clean,1,66
pretax,sales_clean,0.830490642804891,66
persexp_clean,sales_clean,0.814604481790848,66
satok,sales_clean,0.6011710240609531,66
export_value,sales_clean,0.333954761692992,66
ereduzem,sales_clean,0.8306579471188231,66
emp,sales_clean,0.41781902527369796,66
liabilities,sales_clean,0.27374225257788254,66
age,pretax,0.05344434608173215,66
tanass_clean,pretax,0.10153702954083724,66
eszk,pretax,0.35684273542741324,66
sales_clean,pretax,0.830490642804891,66
pretax,pretax,1,66
persexp_clean,pretax,0.5512122692751334,66
satok,pretax,0.4885055648144887,66
export_value,pretax,0.019975098136871365,66
ereduzem,pretax,0.9874337584072544,66
emp,pretax,0.16898659503205712,66
liabilities,pretax,0.15186822448022766,66
age,persexp_clean,0.09719403397712348,66
tanass_clean,persexp_clean,0.4060412505552926,66
eszk,persexp_clean,0.46811675427630545,66
sales_clean,persexp_clean,0.814604481790848,66
pretax,persexp_clean,0.5512122692751334,66
persexp_clean,persexp_clean,1,66
satok,persexp_clean,0.5090783134592612,66
export_value,persexp_clean,0.5074905208776096,66
ereduzem,persexp_clean,0.540767659504272,66
emp,persexp_clean,0.5874265773755906,66
liabilities,persexp_clean,0.31320654529256203,66
age,satok,0.05358984766717705,66
tanass_clean,satok,0.3849130214999398,66
eszk,satok,0.6782915975758838,66
sales_clean,satok,0.6011710240609531,66
pretax,satok,0.4885055648144887,66
persexp_clean,satok,0.5090783134592612,66
satok,satok,1,66
export_value,satok,0.1542745698095865,66
ereduzem,satok,0.4394281532473034,66
emp,satok,0.3017632984689503,66
liabilities,satok,0.18979379416747863,66
age,export_value,0.14135582541395467,66
tanass_clean,export_value,0.2302461484930294,66
eszk,export_value,0.11714104809816399,66
sales_clean,export_value,0.333954761692992,66
pretax,export_value,0.019975098136871365,66
persexp_clean,export_value,0.5074905208776096,66
satok,export_value,0.1542745698095865,66
export_value,export_value,1,66
ereduzem,export_value,0.0020976951442390995,66
emp,export_value,0.33761899962955944,66
liabilities,export_value,0.06332804074745377,66
age,ereduzem,0.0481232732299307,66
tanass_clean,ereduzem,0.10228818464042443,66
eszk,ereduzem,0.32867239920362595,66
sales_clean,ereduzem,0.8306579471188231,66
pretax,ereduzem,0.9874337584072544,66
persexp_clean,ereduzem,0.540767659504272,66
satok,ereduzem,0.4394281532473034,66
export_value,ereduzem,0.0020976951442390995,66
ereduzem,ereduzem,1,66
emp,ereduzem,0.15479185996366143,66
liabilities,ereduzem,0.1534324186850538,66
age,emp,0.07580386477849711,66
tanass_clean,emp,0.36477789390153365,66
eszk,emp,0.3383320728461502,66
sales_clean,emp,0.41781902527369796,66
pretax,emp,0.16898659503205712,66
persexp_clean,emp,0.5874265773755906,66
satok,emp,0.3017632984689503,66
export_value,emp,0.33761899962955944,66
ereduzem,emp,0.15479185996366143,66
emp,emp,1,66
liabilities,emp,0.2548764842690504,66
age,liabilities,0.04339846489857783,66
tanass_clean,liabilities,0.19804621638912195,66
eszk,liabilities,0.8315910866528449,66
sales_clean,liabilities,0.27374225257788254,66
pretax,liabilities,0.15186822448022766,66
persexp_clean,liabilities,0.31320654529256203,66
satok,liabilities,0.18979379416747863,66
export_value,liabilities,0.06332804074745377,66
ereduzem,liabilities,0.1534324186850538,66
emp,liabilities,0.2548764842690504,66
liabilities,liabilities,1,66
age,age,NA,67
tanass_clean,age,NA,67
eszk,age,NA,67
sales_clean,age,NA,67
pretax,age,NA,67
persexp_clean,age,NA,67
