var1,var2,cor,nace2
eszk,sales_clean,0.8767288328995295,31
sales_clean,sales_clean,1,31
pretax,sales_clean,0.4651750205229374,31
persexp_clean,sales_clean,0.9514432805084643,31
satok,sales_clean,0.7891478047293016,31
export_value,sales_clean,0.9538973310752638,31
ereduzem,sales_clean,0.5696023475162146,31
emp,sales_clean,0.927803134715408,31
liabilities,sales_clean,0.79272740299695,31
age,pretax,0.07123759537152584,31
tanass_clean,pretax,0.6589005960003285,31
eszk,pretax,0.6498637344343726,31
sales_clean,pretax,0.4651750205229374,31
pretax,pretax,1,31
persexp_clean,pretax,0.26010547569773784,31
satok,pretax,0.8019550221089521,31
export_value,pretax,0.2834725384684497,31
ereduzem,pretax,0.9750696481204957,31
emp,pretax,0.32227270140290015,31
liabilities,pretax,0.15705064360685175,31
age,persexp_clean,0.15710549383029676,31
tanass_clean,persexp_clean,0.7327803789045766,31
eszk,persexp_clean,0.8063615932108804,31
sales_clean,persexp_clean,0.9514432805084643,31
pretax,persexp_clean,0.26010547569773784,31
persexp_clean,persexp_clean,1,31
satok,persexp_clean,0.6699746526607528,31
export_value,persexp_clean,0.9479731341343007,31
ereduzem,persexp_clean,0.37291371330038586,31
emp,persexp_clean,0.9645249122888933,31
liabilities,persexp_clean,0.8426046405160148,31
age,satok,0.15230513253289368,31
tanass_clean,satok,0.9309904122972755,31
eszk,satok,0.9494217745991915,31
sales_clean,satok,0.7891478047293016,31
pretax,satok,0.8019550221089521,31
persexp_clean,satok,0.6699746526607528,31
satok,satok,1,31
export_value,satok,0.6682176235845422,31
ereduzem,satok,0.8375310493854412,31
emp,satok,0.6864025252318574,31
liabilities,satok,0.5606439133953321,31
age,export_value,0.13491281470530497,31
tanass_clean,export_value,0.6700881174214717,31
eszk,export_value,0.7706060417084221,31
sales_clean,export_value,0.9538973310752638,31
pretax,export_value,0.2834725384684497,31
persexp_clean,export_value,0.9479731341343007,31
satok,export_value,0.6682176235845422,31
export_value,export_value,1,31
ereduzem,export_value,0.4227717128257899,31
emp,export_value,0.9145496107845841,31
liabilities,export_value,0.7106162465211507,31
age,ereduzem,0.0770789860748882,31
tanass_clean,ereduzem,0.6871722502972946,31
eszk,ereduzem,0.7064136193495204,31
sales_clean,ereduzem,0.5696023475162146,31
pretax,ereduzem,0.9750696481204957,31
persexp_clean,ereduzem,0.37291371330038586,31
satok,ereduzem,0.8375310493854412,31
export_value,ereduzem,0.4227717128257899,31
ereduzem,ereduzem,1,31
emp,ereduzem,0.4355064265076345,31
liabilities,ereduzem,0.23462076788813677,31
age,emp,0.16941408880565872,31
tanass_clean,emp,0.7292122257508529,31
eszk,emp,0.8109420379089647,31
sales_clean,emp,0.927803134715408,31
pretax,emp,0.32227270140290015,31
persexp_clean,emp,0.9645249122888933,31
satok,emp,0.6864025252318574,31
export_value,emp,0.9145496107845841,31
ereduzem,emp,0.4355064265076345,31
emp,emp,1,31
liabilities,emp,0.8099769286760875,31
age,liabilities,0.2079951434144672,31
tanass_clean,liabilities,0.6973842618833858,31
eszk,liabilities,0.7888168079886244,31
sales_clean,liabilities,0.79272740299695,31
pretax,liabilities,0.15705064360685175,31
persexp_clean,liabilities,0.8426046405160148,31
satok,liabilities,0.5606439133953321,31
export_value,liabilities,0.7106162465211507,31
ereduzem,liabilities,0.23462076788813677,31
emp,liabilities,0.8099769286760875,31
liabilities,liabilities,1,31
age,age,1,32
tanass_clean,age,0.014885960697540323,32
eszk,age,0.03947051770744389,32
sales_clean,age,0.06868623381167058,32
pretax,age,0.04665964214196144,32
persexp_clean,age,0.05317009261176197,32
satok,age,0.04628395377228075,32
export_value,age,0.05214561475043237,32
ereduzem,age,0.04803053947231442,32
emp,age,0.055261480474331055,32
liabilities,age,0.013466805897517817,32
age,tanass_clean,0.014885960697540323,32
tanass_clean,tanass_clean,1,32
eszk,tanass_clean,0.9495972127715048,32
sales_clean,tanass_clean,0.7607501839857193,32
pretax,tanass_clean,0.5248521987289942,32
persexp_clean,tanass_clean,0.9001707562140996,32
satok,tanass_clean,0.8034912623264013,32
export_value,tanass_clean,0.7839996924242645,32
ereduzem,tanass_clean,0.5561797878844958,32
emp,tanass_clean,0.8464196075553887,32
liabilities,tanass_clean,0.8887809416100861,32
age,eszk,0.03947051770744389,32
tanass_clean,eszk,0.9495972127715048,32
eszk,eszk,1,32
sales_clean,eszk,0.907710924692731,32
pretax,eszk,0.7320678765525033,32
persexp_clean,eszk,0.9429140986564356,32
satok,eszk,0.9311345704987705,32
export_value,eszk,0.9073070604605974,32
ereduzem,eszk,0.7585350407851014,32
emp,eszk,0.8655886559202921,32
liabilities,eszk,0.7915745562220718,32
age,sales_clean,0.06868623381167058,32
tanass_clean,sales_clean,0.7607501839857193,32
eszk,sales_clean,0.907710924692731,32
sales_clean,sales_clean,1,32
pretax,sales_clean,0.8381354722471585,32
persexp_clean,sales_clean,0.9152975469983762,32
satok,sales_clean,0.9221494191914174,32
export_value,sales_clean,0.9811060676487937,32
ereduzem,sales_clean,0.8581507979101168,32
emp,sales_clean,0.844608913561235,32
liabilities,sales_clean,0.5882997670943008,32
age,pretax,0.04665964214196144,32
tanass_clean,pretax,0.5248521987289942,32
eszk,pretax,0.7320678765525033,32
sales_clean,pretax,0.8381354722471585,32
pretax,pretax,1,32
persexp_clean,pretax,0.6445305079688012,32
satok,pretax,0.8788672412438782,32
export_value,pretax,0.7920108839149518,32
ereduzem,pretax,0.996509109403775,32
emp,pretax,0.5347606268111922,32
liabilities,pretax,0.2507206152339025,32
age,persexp_clean,0.05317009261176197,32
tanass_clean,persexp_clean,0.9001707562140996,32
eszk,persexp_clean,0.9429140986564356,32
sales_clean,persexp_clean,0.9152975469983762,32
pretax,persexp_clean,0.6445305079688012,32
persexp_clean,persexp_clean,1,32
satok,persexp_clean,0.8445089719884264,32
export_value,persexp_clean,0.9081535511005151,32
ereduzem,persexp_clean,0.670315554152509,32
emp,persexp_clean,0.9672463052550777,32
liabilities,persexp_clean,0.8007109077399319,32
age,satok,0.04628395377228075,32
tanass_clean,satok,0.8034912623264013,32
eszk,satok,0.9311345704987705,32
sales_clean,satok,0.9221494191914174,32
pretax,satok,0.8788672412438782,32
persexp_clean,satok,0.8445089719884264,32
satok,satok,1,32
export_value,satok,0.9241277607331034,32
ereduzem,satok,0.8971812510277899,32
emp,satok,0.7336386311898686,32
liabilities,satok,0.5145440656061274,32
age,export_value,0.05214561475043237,32
tanass_clean,export_value,0.7839996924242645,32
eszk,export_value,0.9073070604605974,32
sales_clean,export_value,0.9811060676487937,32
pretax,export_value,0.7920108839149518,32
persexp_clean,export_value,0.9081535511005151,32
satok,export_value,0.9241277607331034,32
export_value,export_value,1,32
ereduzem,export_value,0.8143398664356689,32
emp,export_value,0.8349710263107516,32
liabilities,export_value,0.5668054744987137,32
age,ereduzem,0.04803053947231442,32
tanass_clean,ereduzem,0.5561797878844958,32
eszk,ereduzem,0.7585350407851014,32
sales_clean,ereduzem,0.8581507979101168,32
pretax,ereduzem,0.996509109403775,32
persexp_clean,ereduzem,0.670315554152509,32
satok,ereduzem,0.8971812510277899,32
export_value,ereduzem,0.8143398664356689,32
ereduzem,ereduzem,1,32
emp,ereduzem,0.5600048573824851,32
liabilities,ereduzem,0.28135998542767526,32
age,emp,0.055261480474331055,32
tanass_clean,emp,0.8464196075553887,32
eszk,emp,0.8655886559202921,32
sales_clean,emp,0.844608913561235,32
pretax,emp,0.5347606268111922,32
persexp_clean,emp,0.9672463052550777,32
satok,emp,0.7336386311898686,32
export_value,emp,0.8349710263107516,32
ereduzem,emp,0.5600048573824851,32
emp,emp,1,32
liabilities,emp,0.8039543739231632,32
age,liabilities,0.013466805897517817,32
tanass_clean,liabilities,0.8887809416100861,32
eszk,liabilities,0.7915745562220718,32
sales_clean,liabilities,0.5882997670943008,32
pretax,liabilities,0.2507206152339025,32
persexp_clean,liabilities,0.8007109077399319,32
satok,liabilities,0.5145440656061274,32
export_value,liabilities,0.5668054744987137,32
ereduzem,liabilities,0.28135998542767526,32
emp,liabilities,0.8039543739231632,32
liabilities,liabilities,1,32
age,age,1,33
tanass_clean,age,0.06400384327469337,33
eszk,age,-0.007879196840604572,33
sales_clean,age,0.015724307957404156,33
pretax,age,-0.019764686846438586,33
persexp_clean,age,0.047512801675181716,33
satok,age,-0.014310419860872772,33
export_value,age,-0.15124385713597752,33
ereduzem,age,-0.019249521868571005,33
emp,age,0.04098747318180266,33
liabilities,age,0.03240526732813881,33
age,tanass_clean,0.06400384327469337,33
tanass_clean,tanass_clean,1,33
eszk,tanass_clean,0.6141286691473621,33
sales_clean,tanass_clean,0.6407072509211725,33
pretax,tanass_clean,0.5252340054423357,33
persexp_clean,tanass_clean,0.6302625766322604,33
satok,tanass_clean,0.5654982815325058,33
export_value,tanass_clean,0.6343312045001559,33
ereduzem,tanass_clean,0.5331059650405403,33
emp,tanass_clean,0.7206062627907618,33
liabilities,tanass_clean,0.5659989938889931,33
age,eszk,-0.007879196840604572,33
tanass_clean,eszk,0.6141286691473621,33
eszk,eszk,1,33
sales_clean,eszk,0.8728572878553527,33
pretax,eszk,0.9775955337138036,33
persexp_clean,eszk,0.5358545597168014,33
satok,eszk,0.989838860497844,33
export_value,eszk,0.9751272444601284,33
ereduzem,eszk,0.9801467321003362,33
emp,eszk,0.5053148194082743,33
liabilities,eszk,0.4671087261697004,33
age,sales_clean,0.015724307957404156,33
tanass_clean,sales_clean,0.6407072509211725,33
eszk,sales_clean,0.8728572878553527,33
sales_clean,sales_clean,1,33
pretax,sales_clean,0.7966084202155358,33
persexp_clean,sales_clean,0.828980980838334,33
satok,sales_clean,0.7998534048223075,33
export_value,sales_clean,0.8082689350506874,33
ereduzem,sales_clean,0.8045062742261844,33
emp,sales_clean,0.7393973828158318,33
liabilities,sales_clean,0.7621287297139366,33
age,pretax,-0.019764686846438586,33
tanass_clean,pretax,0.5252340054423357,33
eszk,pretax,0.9775955337138036,33
sales_clean,pretax,0.7966084202155358,33
pretax,pretax,1,33
persexp_clean,pretax,0.4002307770352871,33
satok,pretax,0.9871124877041413,33
export_value,pretax,0.9764190460652747,33
ereduzem,pretax,0.999829210450611,33
emp,pretax,0.3555034037395964,33
liabilities,pretax,0.34125103287583053,33
age,persexp_clean,0.047512801675181716,33
tanass_clean,persexp_clean,0.6302625766322604,33
eszk,persexp_clean,0.5358545597168014,33
sales_clean,persexp_clean,0.828980980838334,33
pretax,persexp_clean,0.4002307770352871,33
persexp_clean,persexp_clean,1,33
satok,persexp_clean,0.43001035866751347,33
export_value,persexp_clean,0.47686320122466347,33
ereduzem,persexp_clean,0.41296183800764175,33
emp,persexp_clean,0.9332294509287975,33
liabilities,persexp_clean,0.7951239874995139,33
age,satok,-0.014310419860872772,33
tanass_clean,satok,0.5654982815325058,33
eszk,satok,0.989838860497844,33
sales_clean,satok,0.7998534048223075,33
pretax,satok,0.9871124877041413,33
persexp_clean,satok,0.43001035866751347,33
satok,satok,1,33
export_value,satok,0.9816772480623523,33
ereduzem,satok,0.9880948369134989,33
emp,satok,0.4125087778814105,33
liabilities,satok,0.3427371399664519,33
age,export_value,-0.15124385713597752,33
tanass_clean,export_value,0.6343312045001559,33
eszk,export_value,0.9751272444601284,33
sales_clean,export_value,0.8082689350506874,33
pretax,export_value,0.9764190460652747,33
persexp_clean,export_value,0.47686320122466347,33
satok,export_value,0.9816772480623523,33
export_value,export_value,1,33
ereduzem,export_value,0.978229872116523,33
emp,export_value,0.4671656357421371,33
liabilities,export_value,0.3305031546167499,33
age,ereduzem,-0.019249521868571005,33
tanass_clean,ereduzem,0.5331059650405403,33
eszk,ereduzem,0.9801467321003362,33
sales_clean,ereduzem,0.8045062742261844,33
pretax,ereduzem,0.999829210450611,33
persexp_clean,ereduzem,0.41296183800764175,33
satok,ereduzem,0.9880948369134989,33
export_value,ereduzem,0.978229872116523,33
ereduzem,ereduzem,1,33
emp,ereduzem,0.3696208591019925,33
liabilities,ereduzem,0.3516734213469986,33
age,emp,0.04098747318180266,33
tanass_clean,emp,0.7206062627907618,33
eszk,emp,0.5053148194082743,33
sales_clean,emp,0.7393973828158318,33
pretax,emp,0.3555034037395964,33
persexp_clean,emp,0.9332294509287975,33
satok,emp,0.4125087778814105,33
export_value,emp,0.4671656357421371,33
ereduzem,emp,0.3696208591019925,33
emp,emp,1,33
liabilities,emp,0.7597372317042922,33
age,liabilities,0.03240526732813881,33
tanass_clean,liabilities,0.5659989938889931,33
eszk,liabilities,0.4671087261697004,33
sales_clean,liabilities,0.7621287297139366,33
pretax,liabilities,0.34125103287583053,33
persexp_clean,liabilities,0.7951239874995139,33
satok,liabilities,0.3427371399664519,33
export_value,liabilities,0.3305031546167499,33
ereduzem,liabilities,0.3516734213469986,33
emp,liabilities,0.7597372317042922,33
liabilities,liabilities,1,33
age,age,1,34
tanass_clean,age,-0.9970694927663297,34
eszk,age,-0.999999304630988,34
sales_clean,age,-0.7530385622574052,34
pretax,age,0.6622216489975823,34
persexp_clean,age,-0.809750123346177,34
satok,age,-0.9185220082568596,34
export_value,age,NA,34
ereduzem,age,0.6215175941788688,34
emp,age,-0.851485086684671,34
liabilities,age,-0.965223663892457,34
age,tanass_clean,-0.9970694927663297,34
tanass_clean,tanass_clean,1,34
eszk,tanass_clean,0.9969785819790964,34
sales_clean,tanass_clean,0.8011677302267346,34
pretax,tanass_clean,-0.6029580763639788,34
persexp_clean,tanass_clean,0.8522660988928097,34
satok,tanass_clean,0.9460765229294045,34
export_value,tanass_clean,NA,34
ereduzem,tanass_clean,-0.559765212538501,34
emp,tanass_clean,0.8891053884705051,34
liabilities,tanass_clean,0.942395718433601,34
age,eszk,-0.999999304630988,34
tanass_clean,eszk,0.9969785819790964,34
eszk,eszk,1,34
sales_clean,eszk,0.7522620901210009,34
pretax,eszk,-0.6631048439618575,34
persexp_clean,eszk,0.8090575794012576,34
satok,eszk,0.9180551117134064,34
export_value,eszk,NA,34
ereduzem,eszk,-0.6224410222188919,34
emp,eszk,0.8508660970799509,34
liabilities,eszk,0.9655312905541433,34
age,sales_clean,-0.7530385622574052,34
tanass_clean,sales_clean,0.8011677302267346,34
eszk,sales_clean,0.7522620901210009,34
sales_clean,sales_clean,1,34
pretax,sales_clean,-0.005651465225176289,34
persexp_clean,sales_clean,0.9958570708950125,34
satok,sales_clean,0.9518265190145512,34
export_value,sales_clean,NA,34
ereduzem,sales_clean,0.04743211922641261,34
emp,sales_clean,0.9862299862095686,34
liabilities,sales_clean,0.5548388514194529,34
age,pretax,0.6622216489975823,34
tanass_clean,pretax,-0.6029580763639788,34
eszk,pretax,-0.6631048439618575,34
sales_clean,pretax,-0.005651465225176289,34
pretax,pretax,1,34
persexp_clean,pretax,-0.09655896083922132,34
satok,pretax,-0.31201136312926026,34
export_value,pretax,NA,34
ereduzem,pretax,0.9985904509617256,34
emp,pretax,-0.17095061008169976,34
liabilities,pretax,-0.8350802072451776,34
age,persexp_clean,-0.809750123346177,34
tanass_clean,persexp_clean,0.8522660988928097,34
eszk,persexp_clean,0.8090575794012576,34
sales_clean,persexp_clean,0.9958570708950125,34
pretax,persexp_clean,-0.09655896083922132,34
persexp_clean,persexp_clean,1,34
satok,persexp_clean,0.9757663998678473,34
export_value,persexp_clean,NA,34
ereduzem,persexp_clean,-0.04359440239212552,34
emp,persexp_clean,0.9971824634558026,34
liabilities,persexp_clean,0.6281920844409837,34
age,satok,-0.9185220082568596,34
tanass_clean,satok,0.9460765229294045,34
eszk,satok,0.9180551117134064,34
sales_clean,satok,0.9518265190145512,34
pretax,satok,-0.31201136312926026,34
persexp_clean,satok,0.9757663998678473,34
satok,satok,1,34
export_value,satok,NA,34
ereduzem,satok,-0.2611447654611573,34
emp,satok,0.9894313687031673,34
liabilities,satok,0.7832194268976446,34
age,export_value,NA,34
tanass_clean,export_value,NA,34
eszk,export_value,NA,34
sales_clean,export_value,NA,34
pretax,export_value,NA,34
persexp_clean,export_value,NA,34
satok,export_value,NA,34
export_value,export_value,NA,34
ereduzem,export_value,NA,34
emp,export_value,NA,34
liabilities,export_value,NA,34
age,ereduzem,0.6215175941788688,34
tanass_clean,ereduzem,-0.559765212538501,34
eszk,ereduzem,-0.6224410222188919,34
sales_clean,ereduzem,0.04743211922641261,34
pretax,ereduzem,0.9985904509617256,34
persexp_clean,ereduzem,-0.04359440239212552,34
satok,ereduzem,-0.2611447654611573,34
export_value,ereduzem,NA,34
ereduzem,ereduzem,1,34
emp,ereduzem,-0.11841448761131934,34
liabilities,ereduzem,-0.8047042594810874,34
age,emp,-0.851485086684671,34
tanass_clean,emp,0.8891053884705051,34
eszk,emp,0.8508660970799509,34
sales_clean,emp,0.9862299862095686,34
pretax,emp,-0.17095061008169976,34
persexp_clean,emp,0.9971824634558026,34
satok,emp,0.9894313687031673,34
export_value,emp,NA,34
ereduzem,emp,-0.11841448761131934,34
emp,emp,1,34
liabilities,emp,0.6847875732669646,34
age,liabilities,-0.965223663892457,34
tanass_clean,liabilities,0.942395718433601,34
eszk,liabilities,0.9655312905541433,34
sales_clean,liabilities,0.5548388514194529,34
pretax,liabilities,-0.8350802072451776,34
persexp_clean,liabilities,0.6281920844409837,34
satok,liabilities,0.7832194268976446,34
export_value,liabilities,NA,34
ereduzem,liabilities,-0.8047042594810874,34
emp,liabilities,0.6847875732669646,34
liabilities,liabilities,1,34
age,age,1,35
tanass_clean,age,0.21641121351720097,35
eszk,age,0.2429531478762792,35
sales_clean,age,0.17678579783552886,35
pretax,age,0.17391524186680404,35
persexp_clean,age,0.31098107659917584,35
satok,age,0.2046801662576868,35
export_value,age,0.02138455118451313,35
ereduzem,age,0.15967213084473864,35
emp,age,0.3784736920725182,35
liabilities,age,0.2317885296456159,35
age,tanass_clean,0.21641121351720097,35
tanass_clean,tanass_clean,1,35
eszk,tanass_clean,0.8242110057007772,35
sales_clean,tanass_clean,0.29987577295562345,35
pretax,tanass_clean,0.4543278735688783,35
persexp_clean,tanass_clean,0.6422038557526728,35
satok,tanass_clean,0.8513775699117858,35
export_value,tanass_clean,0.17565420932615233,35
ereduzem,tanass_clean,0.4590348309463698,35
emp,tanass_clean,0.6809560892382571,35
liabilities,tanass_clean,0.5233081302939057,35
age,eszk,0.2429531478762792,35
tanass_clean,eszk,0.8242110057007772,35
eszk,eszk,1,35
sales_clean,eszk,0.65278817062369,35
pretax,eszk,0.5475360281660665,35
persexp_clean,eszk,0.6237006013749996,35
satok,eszk,0.9330389133744001,35
export_value,eszk,0.44243632292914103,35
ereduzem,eszk,0.5101117157406976,35
emp,eszk,0.6452503749174301,35
liabilities,eszk,0.8329947122574328,35
age,sales_clean,0.17678579783552886,35
tanass_clean,sales_clean,0.29987577295562345,35
eszk,sales_clean,0.65278817062369,35
sales_clean,sales_clean,1,35
pretax,sales_clean,0.6324735434229968,35
persexp_clean,sales_clean,0.36189153281513664,35
satok,sales_clean,0.4204566861177815,35
export_value,sales_clean,0.8420239830472157,35
ereduzem,sales_clean,0.5595330967898489,35
emp,sales_clean,0.33847724293001386,35
liabilities,sales_clean,0.7904234961690952,35
age,pretax,0.17391524186680404,35
tanass_clean,pretax,0.4543278735688783,35
eszk,pretax,0.5475360281660665,35
sales_clean,pretax,0.6324735434229968,35
pretax,pretax,1,35
persexp_clean,pretax,0.5693788276037108,35
satok,pretax,0.48588294323094994,35
export_value,pretax,0.5448647762878237,35
ereduzem,pretax,0.9404471049153759,35
emp,pretax,0.5003695535014583,35
liabilities,pretax,0.4742823433534824,35
age,persexp_clean,0.31098107659917584,35
tanass_clean,persexp_clean,0.6422038557526728,35
eszk,persexp_clean,0.6237006013749996,35
sales_clean,persexp_clean,0.36189153281513664,35
pretax,persexp_clean,0.5693788276037108,35
persexp_clean,persexp_clean,1,35
satok,persexp_clean,0.6104199983215467,35
export_value,persexp_clean,0.0997627028764962,35
ereduzem,persexp_clean,0.5514244327972533,35
emp,persexp_clean,0.953566414157102,35
liabilities,persexp_clean,0.4522277883859473,35
age,satok,0.2046801662576868,35
tanass_clean,satok,0.8513775699117858,35
eszk,satok,0.9330389133744001,35
sales_clean,satok,0.4204566861177815,35
pretax,satok,0.48588294323094994,35
persexp_clean,satok,0.6104199983215467,35
satok,satok,1,35
export_value,satok,0.22785854769719877,35
ereduzem,satok,0.4545664026509458,35
emp,satok,0.6279142202087794,35
liabilities,satok,0.5915480943055059,35
age,export_value,0.02138455118451313,35
tanass_clean,export_value,0.17565420932615233,35
eszk,export_value,0.44243632292914103,35
sales_clean,export_value,0.8420239830472157,35
pretax,export_value,0.5448647762878237,35
persexp_clean,export_value,0.0997627028764962,35
satok,export_value,0.22785854769719877,35
export_value,export_value,1,35
ereduzem,export_value,0.4652593369959259,35
emp,export_value,0.03279406240905755,35
liabilities,export_value,0.588337937264194,35
age,ereduzem,0.15967213084473864,35
tanass_clean,ereduzem,0.4590348309463698,35
eszk,ereduzem,0.5101117157406976,35
sales_clean,ereduzem,0.5595330967898489,35
pretax,ereduzem,0.9404471049153759,35
persexp_clean,ereduzem,0.5514244327972533,35
satok,ereduzem,0.4545664026509458,35
export_value,ereduzem,0.4652593369959259,35
ereduzem,ereduzem,1,35
emp,ereduzem,0.47849456644156324,35
liabilities,ereduzem,0.45517325278761783,35
age,emp,0.3784736920725182,35
tanass_clean,emp,0.6809560892382571,35
eszk,emp,0.6452503749174301,35
sales_clean,emp,0.33847724293001386,35
pretax,emp,0.5003695535014583,35
persexp_clean,emp,0.953566414157102,35
satok,emp,0.6279142202087794,35
export_value,emp,0.03279406240905755,35
ereduzem,emp,0.47849456644156324,35
emp,emp,1,35
liabilities,emp,0.4810403439284363,35
age,liabilities,0.2317885296456159,35
tanass_clean,liabilities,0.5233081302939057,35
eszk,liabilities,0.8329947122574328,35
sales_clean,liabilities,0.7904234961690952,35
pretax,liabilities,0.4742823433534824,35
persexp_clean,liabilities,0.4522277883859473,35
satok,liabilities,0.5915480943055059,35
export_value,liabilities,0.588337937264194,35
ereduzem,liabilities,0.45517325278761783,35
emp,liabilities,0.4810403439284363,35
liabilities,liabilities,1,35
age,age,1,36
tanass_clean,age,0.3391253154713622,36
eszk,age,0.3585052291918715,36
sales_clean,age,0.5143846797349699,36
pretax,age,-0.2115890921518274,36
persexp_clean,age,0.49488981310542185,36
satok,age,0.43217550687735284,36
export_value,age,0.30201853293370845,36
ereduzem,age,-0.12031490940141108,36
emp,age,0.5150909080182255,36
liabilities,age,0.34500093841814583,36
age,tanass_clean,0.3391253154713622,36
tanass_clean,tanass_clean,1,36
eszk,tanass_clean,0.9978462036810941,36
sales_clean,tanass_clean,0.8525420445157283,36
pretax,tanass_clean,0.19682638359274157,36
persexp_clean,tanass_clean,0.8971039796503282,36
satok,tanass_clean,0.8258079888664519,36
export_value,tanass_clean,0.5596790825839034,36
ereduzem,tanass_clean,0.3381304022272805,36
emp,tanass_clean,0.842109735816138,36
liabilities,tanass_clean,0.9987216859547862,36
age,eszk,0.3585052291918715,36
tanass_clean,eszk,0.9978462036810941,36
eszk,eszk,1,36
sales_clean,eszk,0.8770361499494936,36
pretax,eszk,0.1863303123547824,36
persexp_clean,eszk,0.9169082480493226,36
satok,eszk,0.8512879695146467,36
export_value,eszk,0.5748559758074149,36
ereduzem,eszk,0.3355360412979575,36
emp,eszk,0.8653766222636858,36
liabilities,eszk,0.9986738938094539,36
age,sales_clean,0.5143846797349699,36
tanass_clean,sales_clean,0.8525420445157283,36
eszk,sales_clean,0.8770361499494936,36
sales_clean,sales_clean,1,36
pretax,sales_clean,0.036710222103107995,36
persexp_clean,sales_clean,0.969465874452724,36
satok,sales_clean,0.9336499419072383,36
export_value,sales_clean,0.75632530603674,36
ereduzem,sales_clean,0.2841371606468659,36
emp,sales_clean,0.9418812877060714,36
liabilities,sales_clean,0.8603313479689197,36
age,pretax,-0.2115890921518274,36
tanass_clean,pretax,0.19682638359274157,36
eszk,pretax,0.1863303123547824,36
sales_clean,pretax,0.036710222103107995,36
pretax,pretax,1,36
persexp_clean,pretax,-0.044233995537192344,36
satok,pretax,0.19977814234847813,36
export_value,pretax,0.2627841757643757,36
ereduzem,pretax,0.8000215623701067,36
emp,pretax,-0.11603865122208866,36
liabilities,pretax,0.18631788260268983,36
age,persexp_clean,0.49488981310542185,36
tanass_clean,persexp_clean,0.8971039796503282,36
eszk,persexp_clean,0.9169082480493226,36
sales_clean,persexp_clean,0.969465874452724,36
pretax,persexp_clean,-0.044233995537192344,36
persexp_clean,persexp_clean,1,36
satok,persexp_clean,0.877734638807985,36
export_value,persexp_clean,0.5735195443612175,36
ereduzem,persexp_clean,0.20832383995471435,36
emp,persexp_clean,0.9884385324333451,36
liabilities,persexp_clean,0.9067541935031731,36
age,satok,0.43217550687735284,36
tanass_clean,satok,0.8258079888664519,36
eszk,satok,0.8512879695146467,36
sales_clean,satok,0.9336499419072383,36
pretax,satok,0.19977814234847813,36
persexp_clean,satok,0.877734638807985,36
satok,satok,1,36
export_value,satok,0.8385228538794379,36
ereduzem,satok,0.40417467606858726,36
emp,satok,0.8172324423586115,36
liabilities,satok,0.8331724109824477,36
age,export_value,0.30201853293370845,36
tanass_clean,export_value,0.5596790825839034,36
eszk,export_value,0.5748559758074149,36
sales_clean,export_value,0.75632530603674,36
pretax,export_value,0.2627841757643757,36
persexp_clean,export_value,0.5735195443612175,36
satok,export_value,0.8385228538794379,36
export_value,export_value,1,36
ereduzem,export_value,0.4470034669789291,36
emp,export_value,0.4558488114436605,36
liabilities,export_value,0.5578554000308915,36
age,ereduzem,-0.12031490940141108,36
tanass_clean,ereduzem,0.3381304022272805,36
eszk,ereduzem,0.3355360412979575,36
sales_clean,ereduzem,0.2841371606468659,36
pretax,ereduzem,0.8000215623701067,36
persexp_clean,ereduzem,0.20832383995471435,36
satok,ereduzem,0.40417467606858726,36
export_value,ereduzem,0.4470034669789291,36
ereduzem,ereduzem,1,36
emp,ereduzem,0.12006184637253497,36
liabilities,ereduzem,0.328801345279114,36
age,emp,0.5150909080182255,36
tanass_clean,emp,0.842109735816138,36
eszk,emp,0.8653766222636858,36
sales_clean,emp,0.9418812877060714,36
pretax,emp,-0.11603865122208866,36
persexp_clean,emp,0.9884385324333451,36
satok,emp,0.8172324423586115,36
export_value,emp,0.4558488114436605,36
ereduzem,emp,0.12006184637253497,36
emp,emp,1,36
liabilities,emp,0.8535430272422311,36
age,liabilities,0.34500093841814583,36
tanass_clean,liabilities,0.9987216859547862,36
eszk,liabilities,0.9986738938094539,36
sales_clean,liabilities,0.8603313479689197,36
pretax,liabilities,0.18631788260268983,36
persexp_clean,liabilities,0.9067541935031731,36
satok,liabilities,0.8331724109824477,36
export_value,liabilities,0.5578554000308915,36
ereduzem,liabilities,0.328801345279114,36
emp,liabilities,0.8535430272422311,36
liabilities,liabilities,1,36
age,age,1,37
tanass_clean,age,0.45639763803421357,37
eszk,age,0.4734970109012518,37
sales_clean,age,0.4500766535645204,37
pretax,age,0.5039792886277716,37
persexp_clean,age,0.3023835474725129,37
satok,age,0.45249449158865845,37
export_value,age,0.4006435621603591,37
ereduzem,age,0.5038531264209017,37
emp,age,0.5238317280007659,37
liabilities,age,0.40018666274837755,37
age,tanass_clean,0.45639763803421357,37
tanass_clean,tanass_clean,1,37
eszk,tanass_clean,0.9961976469198787,37
sales_clean,tanass_clean,0.6075763217342444,37
pretax,tanass_clean,0.9057868192417454,37
persexp_clean,tanass_clean,0.9956676167782074,37
satok,tanass_clean,0.9997316730627567,37
export_value,tanass_clean,0.031198299643807274,37
ereduzem,tanass_clean,0.892442209139693,37
emp,tanass_clean,0.8971669039439697,37
liabilities,tanass_clean,0.46150914816519295,37
age,eszk,0.4734970109012518,37
tanass_clean,eszk,0.9961976469198787,37
eszk,eszk,1,37
sales_clean,eszk,0.6723186865416821,37
pretax,eszk,0.9380241060169872,37
