r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,nace2
0.4518231690827826,0.4518190800723252,1.3991359760141582,110496.94633948171,0,2,-470502.4855452763,941012.9710905526,941054.9679248272,524870.6614135443,268122,268125,ALL
0.45877491294133105,0.458361921650176,1.227761139020696,1110.8585647369323,0,2,-4260.218444549854,8528.436889099708,8551.926709699965,3950.8886233767084,2621,2624,10
0.34808308030111546,0.34779047845205857,1.1237895175710935,1189.6133993102928,0,2,-6845.940573331873,13699.881146663745,13725.491865882255,5627.495232400702,4456,4459,11
0.48747869364436547,0.48579553664483954,1.1654259990768667,289.6216418205057,4.048377403995944e-89,2,-960.5757447806109,1929.1514895612218,1946.818418691271,827.1546154285065,609,612,12
0.2491303561639818,0.24685843591031764,1.2755280027986362,109.65629438893342,7.483121397440016e-42,2,-1102.2629685042114,2212.5259370084227,2230.5190656063282,1075.4282843954188,661,664,13
0.3883183223006618,0.3877779674617049,1.4198949017139657,718.6357820912457,2.222460893925138e-242,2,-4010.003995941687,8028.007991883374,8050.912842485404,4564.45386825174,2264,2267,14
0.48134570678352606,0.4789277380505821,1.358184081710063,199.07027755378633,6.939466794725676e-62,2,-743.7323975206747,1495.4647950413494,1511.7384973943258,791.3608559187504,429,432,15
0.46568021651987906,0.4652801268280182,1.2516094128456323,1163.9395515390581,0,2,-4392.867293406909,8793.734586813818,8817.299909844465,4184.19127272684,2671,2674,16
0.45234974457221333,0.4497965965282609,1.283356157284878,177.1733314265459,8.108801773196923e-57,2,-719.2509881403025,1446.501976280605,1462.7756786335815,706.5642983431926,429,432,17
0.41379145151338137,0.4130704077883056,1.2120216139470095,573.8784447085872,2.669290083424385e-189,2,-2623.189442823724,5254.378885647448,5275.961772081857,2388.5881344890845,1626,1629,18
0.4994688160226145,0.2492032240339217,0.2909776601376329,1.9957550378926283,0.25053146613380334,2,0.6676470136495651,6.66470597270087,6.448346568922123,0.3386719947966871,4,7,19
0.3650892280989152,0.36239321632863464,1.2595330723642228,135.41826193915867,3.4581176308202813e-47,2,-780.4433672314665,1568.886734462933,1585.5315637497133,747.2054969386309,471,474,20
0.6065109880786429,0.6053720907937764,1.5002651518221684,532.5423074915541,1.1199961103168915e-140,2,-1264.7555416909613,2537.5110833819226,2555.6809712239497,1555.2997083084479,691,694,21
0.44368617945516875,0.4430316926074689,1.179806990217881,677.9145845550709,3.3256143976002603e-217,2,-2696.543509596312,5401.087019192624,5422.847605915275,2366.3057080838576,1700,1703,22
0.3813195694743411,0.3801926470143673,1.148423172674422,338.3724994558899,3.2737243677568136e-115,2,-1713.1164996046532,3434.2329992093064,3454.2488957561973,1448.1256103220726,1098,1101,23
0.4697132417131766,0.4676853764807223,1.2331333265795927,231.62941708146317,9.111075317744881e-73,2,-855.0850667663947,1718.1701335327894,1735.2313383837402,795.283109986415,523,526,24
0.34150960419787535,0.3412452033162041,1.123971296564116,1291.6356482599201,0,2,-7652.960377841546,15313.920755683092,15339.976707924961,6292.554459465599,4981,4984,25
0.3331364841292536,0.33172063802337104,1.244914433486085,235.29145063514127,1.3225348471228074e-83,2,-1546.4126533373988,3100.8253066747975,3120.2300463847723,1459.9228537932652,942,945,26
0.42648014537906875,0.4246180679290008,1.2597674982171552,229.0345900292729,4.2946210206908663e-75,2,-1019.7632289941826,2047.526457988365,2065.2388790791033,977.6007161316151,616,619,27
0.4914550836654756,0.49085924896561095,1.0914024688614503,824.8178291346082,2.249428905242102e-251,2,-2574.4462242115032,5156.8924484230065,5178.669443020994,2033.309008805936,1707,1710,28
0.373895005729696,0.37062552795282744,1.043362916859703,114.35924366117581,1.1427011943683489e-39,2,-562.5897555577894,1133.1795111155789,1149.002860593438,416.9361655144692,383,386,29
0.6096306370809663,0.6042462320751865,1.3767517054756633,113.22154192089398,2.4098506509965914e-30,2,-255.80707100836278,519.6141420167255,531.602991111782,274.8395624868714,145,148,30
0.4401847089920077,0.439394009428437,1.1539943728896953,556.7028606974798,4.127506806390843e-179,2,-2215.214555954709,4438.429111909418,4459.4599426180575,1885.6914659280906,1416,1419,31
0.4582610345955323,0.4574661131495976,1.1443256170085674,576.4859369930781,3.783863273666967e-182,2,-2120.9263361793533,4249.8526723587065,4270.73124051923,1784.8227634823988,1363,1366,32
0.36118879806496323,0.36055942742266267,1.176060083487247,573.8888562464805,2.8386444098014824e-198,2,-3212.8924173262544,6433.784834652509,6456.253905907022,2807.728159543221,2030,2033,33
1,NA,NA,NA,NA,2,Inf,-Inf,-Inf,0,0,3,34
0.7496271171439958,0.7489801587903626,1.6763665515547705,1158.6945480097118,1.791765649415394e-233,2,-1502.4328247926799,3012.8656495853597,3031.48741098683,2175.0985269428443,774,777,35
0.6197466967226107,0.6151375657737939,1.3632202413184307,134.460639891713,2.2699805020588973e-35,2,-288.9228729779298,585.8457459558596,598.3416018734727,306.6309553461462,165,168,36
0.5976487446863001,0.5908292318843731,1.122207418539899,87.6380413154165,4.6958722956643155e-24,2,-184.1236705472268,376.2473410944536,387.43050327684057,148.60323984666613,118,121,37
0.4198017467949362,0.41818559567180236,1.345712820576371,259.75401729814575,1.3302512722479392e-85,2,-1235.6336495098767,2479.2672990197534,2497.589855568893,1300.2570707428736,718,721,38
0.05378365220241657,0.030420285590130436,1.1750851530142696,2.3020506031923307,0.10656463633443279,2,-131.21600744615404,270.4320148923081,280.1552820876813,111.84683446360012,81,84,39
